iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,2,2,0,16,21236.86,806456.29,637.82,20750.37,486.50,11.74,6305.42,14444.95,0.2969,42266
1,prefill,2,2,0,16,18637.18,840612.42,633.86,18144.74,492.45,9.22,6572.24,11572.50,0.3526,42266
2,mixed,2,1,1,16,21188.06,807391.14,633.18,20700.22,487.84,8.51,6312.69,14387.53,0.2979,42266
3,mixed,2,1,1,8,17565.15,748604.61,633.95,17077.63,487.52,6.82,5853.43,11224.21,0.3332,42266
4,decode_full,2,0,2,2,15252.58,701427.74,626.69,14754.66,497.92,6.59,5484.80,9269.86,0.3596,42266
5,decode_full,2,0,2,2,15274.24,701886.94,631.78,14771.30,502.94,6.66,5488.43,9282.87,0.3593,42266
6,decode_full,2,0,2,2,15194.72,697965.50,646.40,14695.94,498.78,7.01,5457.91,9238.03,0.3592,42266
7,decode_full,2,0,2,2,15335.81,712655.46,634.21,14830.88,504.93,6.98,5572.58,9258.30,0.3634,42266
8,decode_full,2,0,2,2,15176.42,701512.00,634.14,14670.78,505.63,7.14,5485.52,9185.27,0.3615,42266
9,decode_full,2,0,2,2,15250.59,706380.19,632.58,14752.38,498.21,6.72,5523.54,9228.85,0.3622,42266
10,decode_full,2,0,2,2,15431.97,713880.67,634.34,14926.50,505.47,6.78,5582.15,9344.35,0.3617,42266
11,decode_full,2,0,2,2,15468.45,735276.64,635.55,14960.61,507.84,6.82,5749.31,9211.29,0.3717,42266
12,decode_full,2,0,2,2,15788.74,738536.93,638.78,15286.08,502.66,7.07,5774.81,9511.27,0.3658,42266
13,decode_full,2,0,2,2,15354.66,715224.70,632.86,14847.97,506.69,6.85,5592.64,9255.33,0.3642,42266
14,decode_full,2,0,2,2,15364.83,715865.02,642.02,14866.05,498.78,6.66,5597.71,9268.34,0.3643,42266
15,decode_full,2,0,2,2,15265.31,709552.54,635.97,14766.40,498.91,6.94,5548.35,9218.05,0.3635,42266
16,decode_full,2,0,2,2,15729.22,738877.66,636.13,15219.10,510.11,6.94,5777.45,9441.65,0.3673,42266
