iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,21153.18,804206.30,633.38,20671.97,481.22,7.07,6287.81,14384.16,0.2973,41046
1,prefill,1,1,0,8,18008.32,711010.72,637.28,17521.82,486.50,4.64,5559.75,11962.07,0.3087,41046
2,decode_full,1,0,1,1,15094.05,658206.66,622.30,14600.16,493.89,4.58,5147.10,9453.06,0.3410,41046
3,decode_full,1,0,1,1,15224.86,657732.70,634.75,14727.84,497.02,4.32,5143.50,9584.34,0.3378,41046
4,decode_full,1,0,1,1,15162.78,654361.34,644.03,14657.09,505.70,4.61,5117.23,9539.86,0.3375,41046
5,decode_full,1,0,1,1,15068.32,653587.46,638.02,14563.81,504.51,4.10,5111.14,9452.67,0.3392,41046
6,decode_full,1,0,1,1,15248.83,660997.28,631.62,14751.81,497.02,4.13,5168.98,9582.83,0.3390,41046
7,decode_full,1,0,1,1,15070.85,651664.13,632.19,14569.06,501.79,4.35,5096.07,9472.99,0.3381,41046
8,decode_full,1,0,1,1,15244.70,653230.02,631.07,14744.19,500.51,4.10,5108.29,9635.90,0.3351,41046
9,decode_full,1,0,1,1,15256.29,664182.82,634.62,14752.51,503.78,3.97,5193.89,9558.63,0.3404,41046
10,decode_full,1,0,1,1,15278.46,669664.06,632.86,14777.92,500.54,4.10,5236.69,9541.23,0.3428,41046
11,decode_full,1,0,1,1,15070.46,655659.81,643.39,14571.58,498.88,4.06,5127.37,9444.22,0.3402,41046
12,decode_full,1,0,1,1,15250.56,661067.23,635.71,14746.94,503.62,4.00,5169.55,9577.39,0.3390,41046
13,decode_full,1,0,1,1,15252.58,668229.38,640.51,14758.43,494.14,4.00,5225.55,9532.89,0.3426,41046
14,decode_full,1,0,1,1,15085.82,663255.71,631.10,14590.14,495.68,4.13,5186.62,9403.53,0.3438,41046
15,decode_full,1,0,1,1,15180.13,655530.02,632.03,14682.62,497.50,4.26,5126.27,9556.36,0.3377,41046
16,decode_full,1,0,1,1,15239.65,654064.96,635.97,14741.02,498.62,4.35,5114.85,9626.17,0.3356,41046
17,decode_full,1,0,1,1,15160.64,668242.24,633.47,14667.10,493.54,4.10,5225.59,9441.51,0.3447,41046
18,decode_full,1,0,1,1,15253.95,663659.74,636.83,14749.82,504.13,4.06,5189.82,9560.01,0.3402,41046
19,decode_full,1,0,1,1,15258.37,671720.38,636.96,14753.92,504.45,4.48,5252.79,9501.13,0.3443,41046
20,decode_full,1,0,1,1,15264.77,664723.84,630.46,14763.78,500.99,3.97,5198.08,9565.70,0.3405,41046
21,decode_full,1,0,1,1,15174.62,658341.44,634.85,14674.21,500.42,3.97,5148.25,9525.96,0.3393,41046
