iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,4,4,0,16,21189.44,807356.99,647.90,20703.97,485.47,12.67,6312.54,14391.43,0.2979,44706
1,prefill,4,4,0,16,18579.36,841031.42,643.90,18082.62,496.74,10.05,6575.59,11507.04,0.3539,44706
2,mixed,4,3,1,16,21102.62,807581.60,632.38,20619.39,483.23,11.68,6314.17,14305.22,0.2992,44706
3,mixed,4,3,1,16,17447.01,842471.55,652.22,16956.06,490.94,11.36,6586.90,10369.16,0.3775,44706
4,mixed,4,2,2,16,20554.56,843071.26,643.17,20067.17,487.39,13.06,6591.52,13475.65,0.3207,44706
5,mixed,4,2,2,16,18954.59,888415.65,642.78,18457.09,497.50,12.58,6945.77,11511.32,0.3664,44706
6,mixed,4,1,3,16,20166.56,870466.56,632.22,19671.71,494.85,12.64,6805.46,12866.25,0.3375,44706
7,mixed,4,1,3,16,20066.46,863369.02,629.98,19580.03,486.43,11.84,6749.99,12830.04,0.3364,44706
8,mixed,4,1,3,5,15183.74,782331.71,628.86,14688.99,494.75,11.74,6116.88,8572.11,0.4029,44706
9,decode_full,4,0,4,4,15125.22,780432.83,634.69,14616.70,508.51,11.10,6102.09,8514.61,0.4034,44706
10,decode_full,4,0,4,4,14957.22,767548.74,642.24,14452.64,504.58,11.49,6001.49,8451.15,0.4012,44706
11,decode_full,4,0,4,4,15216.00,789398.82,639.39,14710.78,505.22,11.10,6172.17,8538.61,0.4056,44706
12,decode_full,4,0,4,4,15329.41,794539.20,637.86,14826.91,502.50,11.30,6212.32,8614.59,0.4053,44706
13,decode_full,4,0,4,4,15387.84,802224.22,641.95,14885.66,502.18,11.26,6272.39,8613.27,0.4076,44706
14,decode_full,4,0,4,4,15293.09,781719.62,636.51,14792.16,500.93,11.30,6112.16,8680.00,0.3997,44706
15,decode_full,4,0,4,4,14968.00,768213.15,648.03,14463.81,504.19,11.26,6006.73,8457.08,0.4013,44706
16,decode_full,4,0,4,4,15393.82,803664.10,637.86,14900.03,493.79,11.52,6283.61,8616.42,0.4082,44706
17,decode_full,4,0,4,4,15329.41,799566.78,640.86,14831.78,497.63,11.30,6251.62,8580.15,0.4078,44706
18,decode_full,4,0,4,4,15494.66,816864.77,624.35,14992.96,501.70,10.98,6386.63,8606.33,0.4122,44706
19,decode_full,4,0,4,4,15523.87,808856.99,642.21,15024.06,499.81,11.52,6324.21,8699.85,0.4074,44706
20,decode_full,4,0,4,4,15328.32,814900.96,633.57,14823.10,505.22,11.30,6371.36,8451.74,0.4157,44706
21,decode_full,4,0,4,4,15499.58,812901.12,639.81,14992.45,507.14,11.14,6355.79,8636.66,0.4101,44706
22,decode_full,4,0,4,4,15420.80,815931.97,655.74,14916.10,504.70,11.42,6379.59,8536.50,0.4137,44706
23,decode_full,4,0,4,4,15570.62,819656.74,633.28,15064.48,506.14,11.20,6408.52,8655.96,0.4116,44706
24,decode_full,4,0,4,4,15751.30,833620.35,647.55,15254.59,496.70,11.46,6517.72,8736.87,0.4138,44706
25,decode_full,4,0,4,4,15426.98,811877.57,637.44,14926.56,500.42,11.23,6347.77,8578.79,0.4115,44706
26,decode_full,4,0,4,4,16186.11,841035.94,638.66,15688.13,497.98,11.39,6575.58,9112.55,0.4062,44706
27,decode_full,4,0,4,4,16371.84,843136.26,640.29,15871.87,499.97,11.26,6592.00,9279.87,0.4026,44706
28,decode_full,4,0,4,4,16023.97,845111.23,640.67,15525.18,498.78,11.04,6607.44,8917.75,0.4123,44706
29,decode_full,4,0,4,4,16026.50,840828.96,643.46,15531.87,494.62,10.91,6574.00,8957.87,0.4102,44706
30,decode_full,4,0,4,4,15648.64,809392.54,649.95,15151.46,497.18,11.01,6328.46,8823.00,0.4044,44706
31,decode_full,4,0,4,4,15241.50,804599.58,644.45,14741.47,500.03,10.62,6290.97,8450.50,0.4128,44706
