iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,18230.85,689369.18,957.92,17804.58,426.27,8.80,5393.18,12411.40,0.2958,42006
1,prefill,1,1,0,16,18544.80,661296.42,961.41,18124.83,419.97,6.21,5173.89,12950.94,0.2790,42006
2,prefill,1,1,0,16,18310.30,624784.86,957.98,17886.02,424.29,5.76,4888.62,12997.40,0.2670,42006
3,prefill,1,1,0,16,18266.05,632729.95,954.82,17846.43,419.62,5.31,4950.66,12895.77,0.2710,42006
4,prefill,1,1,0,16,18624.22,639104.45,966.46,18198.21,426.02,5.22,5000.55,13197.65,0.2685,42006
5,prefill,1,1,0,16,18608.29,633429.95,969.47,18186.50,421.79,5.95,4956.25,13230.25,0.2663,42006
6,prefill,1,1,0,16,18634.05,633827.84,947.20,18208.32,425.73,5.82,4959.18,13249.14,0.2661,42006
7,prefill,1,1,0,16,18761.12,645436.67,952.64,18335.58,425.54,5.09,5049.92,13285.67,0.2692,42006
8,prefill,1,1,0,16,18920.96,645479.23,958.14,18500.42,420.54,5.79,5050.29,13450.12,0.2669,42006
9,prefill,1,1,0,16,18927.62,628036.51,964.13,18512.10,415.52,5.73,4914.07,13598.03,0.2596,42006
10,prefill,1,1,0,16,19071.52,646869.89,967.39,18653.31,418.21,5.86,5061.23,13592.08,0.2654,42006
11,prefill,1,1,0,16,18899.20,627551.78,960.13,18478.91,420.29,6.34,4910.25,13568.66,0.2598,42006
12,prefill,1,1,0,16,19234.98,629819.78,953.09,18812.83,422.14,6.69,4927.91,13884.92,0.2562,42006
13,prefill,1,1,0,16,19257.41,645896.42,959.97,18833.73,423.68,6.21,5053.57,13780.16,0.2624,42006
14,prefill,1,1,0,16,19447.97,650177.50,960.42,19019.10,428.86,6.66,5087.02,13932.09,0.2616,42006
15,prefill,1,1,0,16,19194.14,624892.93,954.05,18774.40,419.74,4.67,4889.43,13884.97,0.2547,42006
16,decode_full,1,0,1,1,10387.58,226821.98,939.17,9944.10,443.49,4.61,1779.38,8164.71,0.1713,42006
17,decode_full,1,0,1,1,10384.06,226677.15,933.89,9944.77,439.30,4.48,1778.21,8166.56,0.1712,42006
18,decode_full,1,0,1,1,10388.03,226674.02,928.99,9950.11,437.92,4.19,1778.15,8171.96,0.1712,42006
19,decode_full,1,0,1,1,10387.84,226399.78,923.26,9947.30,440.54,4.45,1775.96,8171.33,0.1710,42006
20,decode_full,1,0,1,1,10393.63,226843.58,932.99,9959.14,434.50,4.96,1779.50,8179.63,0.1712,42006
21,decode_full,1,0,1,1,10401.89,226533.22,926.27,9958.43,443.46,4.26,1777.03,8181.40,0.1708,42006
22,decode_full,1,0,1,1,10390.27,226538.14,927.97,9947.84,442.43,4.61,1777.08,8170.76,0.1710,42006
23,decode_full,1,0,1,1,10400.58,226458.43,932.74,9955.87,444.70,4.29,1776.49,8179.38,0.1708,42006
24,decode_full,1,0,1,1,10402.11,226752.70,924.45,9951.30,450.82,4.45,1778.73,8172.57,0.1710,42006
25,decode_full,1,0,1,1,10403.46,226443.23,928.74,9964.48,438.98,4.35,1776.34,8188.14,0.1707,42006
26,decode_full,1,0,1,1,10391.78,226279.42,932.45,9954.43,437.34,4.67,1775.09,8179.34,0.1708,42006
27,decode_full,1,0,1,1,10403.01,226397.22,931.58,9950.78,452.22,4.45,1776.01,8174.78,0.1707,42006
28,decode_full,1,0,1,1,10399.94,226699.20,932.54,9958.91,441.02,4.54,1778.37,8180.54,0.1710,42006
29,decode_full,1,0,1,1,10403.74,226490.98,923.01,9962.37,441.38,4.26,1776.67,8185.70,0.1708,42006
30,decode_full,1,0,1,1,10406.43,226739.71,930.11,9965.38,441.06,4.45,1778.67,8186.71,0.1709,42006
31,decode_full,1,0,1,1,10395.10,226630.14,927.39,9946.24,448.86,4.54,1777.79,8168.45,0.1710,42006
32,decode_full,1,0,1,1,10388.86,226469.31,927.39,9943.07,445.79,4.61,1776.54,8166.54,0.1710,42006
33,decode_full,1,0,1,1,10406.94,226764.96,945.54,9967.01,439.94,4.26,1778.99,8188.02,0.1709,42006
34,decode_full,1,0,1,1,10413.63,226637.82,933.31,9973.44,440.19,4.26,1777.90,8195.54,0.1707,42006
35,decode_full,1,0,1,1,10411.26,226601.44,942.72,9964.45,446.82,4.61,1777.69,8186.76,0.1707,42006
36,decode_full,1,0,1,1,10407.23,226605.31,928.77,9966.05,441.18,4.35,1777.61,8188.44,0.1708,42006
37,decode_full,1,0,1,1,10393.38,226720.13,932.93,9955.26,438.11,4.54,1778.54,8176.72,0.1711,42006
38,decode_full,1,0,1,1,10392.35,226344.29,935.07,9948.61,443.74,4.32,1775.62,8172.99,0.1709,42006
39,decode_full,1,0,1,1,10418.66,226628.77,935.14,9969.95,448.70,4.32,1777.84,8192.11,0.1706,42006
40,decode_full,1,0,1,1,10410.85,226824.54,930.75,9971.62,439.23,4.38,1779.34,8192.28,0.1709,42006
41,decode_full,1,0,1,1,10409.25,226628.00,926.62,9969.76,439.49,4.45,1777.77,8191.99,0.1708,42006
42,decode_full,1,0,1,1,10403.23,226919.94,930.34,9959.39,443.84,4.35,1780.08,8179.31,0.1711,42006
43,decode_full,1,0,1,1,10384.80,226278.53,929.54,9947.26,437.54,4.29,1775.06,8172.20,0.1709,42006
44,decode_full,1,0,1,1,10398.69,226482.34,932.13,9965.02,433.66,4.61,1776.68,8188.35,0.1709,42006
45,decode_full,1,0,1,1,10393.34,226688.10,925.22,9951.62,441.73,4.32,1778.23,8173.39,0.1711,42006
46,decode_full,1,0,1,1,10386.72,226640.19,937.54,9945.25,441.47,4.42,1777.95,8167.30,0.1712,42006
47,decode_full,1,0,1,1,10382.46,226509.38,932.86,9939.39,443.07,4.29,1776.89,8162.50,0.1711,42006
48,decode_full,1,0,1,1,10405.66,226671.23,929.34,9969.60,436.06,4.42,1778.13,8191.47,0.1709,42006
49,decode_full,1,0,1,1,10403.26,226493.57,930.59,9964.67,438.59,4.29,1776.75,8187.92,0.1708,42006
50,decode_full,1,0,1,1,10416.51,226659.68,929.98,9970.30,446.21,4.38,1778.04,8192.26,0.1707,42006
51,decode_full,1,0,1,1,10405.98,226629.54,931.84,9962.05,443.94,4.61,1777.82,8184.22,0.1708,42006
52,decode_full,1,0,1,1,10406.30,226666.50,935.23,9957.34,448.96,4.26,1778.14,8179.21,0.1709,42006
53,decode_full,1,0,1,1,10405.09,226559.14,935.01,9975.14,429.95,4.38,1777.30,8197.84,0.1708,42006
54,decode_full,1,0,1,1,10399.49,226648.93,935.81,9957.47,442.02,4.61,1778.01,8179.47,0.1710,42006
55,decode_full,1,0,1,1,10395.14,226266.98,934.78,9944.22,450.91,4.61,1775.01,8169.21,0.1708,42006
56,decode_full,1,0,1,1,10405.34,226411.90,928.74,9964.58,440.77,4.32,1776.10,8188.48,0.1707,42006
57,decode_full,1,0,1,1,10396.10,226434.50,928.86,9959.10,436.99,4.51,1776.28,8182.83,0.1709,42006
58,decode_full,1,0,1,1,10401.92,226782.02,923.42,9958.59,443.33,4.35,1778.95,8179.64,0.1710,42006
59,decode_full,1,0,1,1,10411.42,226476.93,944.13,9975.30,436.13,4.42,1776.73,8198.57,0.1707,42006
60,decode_full,1,0,1,1,10417.86,226697.73,928.61,9977.02,440.83,4.61,1778.33,8198.69,0.1707,42006
61,decode_full,1,0,1,1,10394.69,226407.39,925.70,9947.07,447.62,4.45,1776.04,8171.03,0.1709,42006
62,decode_full,1,0,1,1,10402.72,226376.93,929.47,9965.66,437.06,4.38,1775.83,8189.83,0.1707,42006
63,decode_full,1,0,1,1,10408.74,226680.58,934.88,9970.53,438.21,4.61,1778.25,8192.28,0.1708,42006
64,decode_full,1,0,1,1,10415.46,226805.66,929.02,9967.52,447.94,4.19,1779.18,8188.34,0.1708,42006
65,decode_full,1,0,1,1,10403.55,226711.30,932.61,9963.04,440.51,4.32,1778.47,8184.57,0.1709,42006
66,decode_full,1,0,1,1,10417.12,227068.77,932.67,9975.81,441.31,4.58,1781.26,8194.55,0.1710,42006
67,decode_full,1,0,1,1,10406.72,226621.66,930.11,9967.52,439.20,4.42,1777.75,8189.77,0.1708,42006
68,decode_full,1,0,1,1,10392.16,226305.92,940.16,9953.82,438.34,4.48,1775.36,8178.46,0.1708,42006
69,decode_full,1,0,1,1,10412.51,226562.98,933.66,9980.16,432.35,4.54,1777.32,8202.84,0.1707,42006
70,decode_full,1,0,1,1,10405.98,226607.39,934.43,9966.24,439.74,4.64,1777.67,8188.57,0.1708,42006
71,decode_full,1,0,1,1,10424.19,226858.53,944.06,9985.34,438.85,4.35,1779.71,8205.64,0.1707,42006
72,decode_full,1,0,1,1,10420.38,226874.56,938.85,9971.74,448.64,4.35,1779.79,8191.95,0.1708,42006
73,decode_full,1,0,1,1,10391.58,226312.93,923.49,9952.58,439.01,4.16,1775.28,8177.29,0.1708,42006
74,decode_full,1,0,1,1,10413.60,226300.29,925.76,9968.61,444.99,4.42,1775.20,8193.40,0.1705,42006
75,decode_full,1,0,1,1,10409.15,226503.42,934.02,9974.56,434.59,4.48,1776.86,8197.70,0.1707,42006
76,decode_full,1,0,1,1,10414.66,226376.48,938.27,9975.10,439.55,4.45,1775.90,8199.21,0.1705,42006
77,decode_full,1,0,1,1,10400.83,226494.82,930.66,9960.70,440.13,4.64,1776.76,8183.94,0.1708,42006
78,decode_full,1,0,1,1,10398.98,226189.31,933.70,9959.01,439.97,4.45,1774.40,8184.61,0.1706,42006
79,decode_full,1,0,1,1,10427.23,226620.51,932.13,9984.83,442.40,4.38,1777.76,8207.08,0.1705,42006
80,decode_full,1,0,1,1,10466.72,226536.96,933.25,10024.42,442.30,4.42,1777.11,8247.31,0.1698,42006
81,decode_full,1,0,1,1,10473.12,226391.58,926.78,10033.57,439.55,4.45,1775.92,8257.64,0.1696,42006
82,decode_full,1,0,1,1,10473.38,226717.06,931.55,10037.28,436.10,4.45,1778.50,8258.78,0.1698,42006
83,decode_full,1,0,1,1,10462.78,226779.84,929.57,10030.82,431.97,4.48,1778.98,8251.84,0.1700,42006
84,decode_full,1,0,1,1,10482.53,226917.41,923.46,10041.06,441.47,4.45,1780.01,8261.05,0.1698,42006
85,decode_full,1,0,1,1,10483.97,227069.09,925.79,10040.26,443.71,4.42,1781.21,8259.05,0.1699,42006
86,decode_full,1,0,1,1,10471.78,226791.87,929.28,10008.90,462.88,4.64,1779.07,8229.82,0.1699,42006
87,decode_full,1,0,1,1,10464.70,226490.82,931.94,10027.52,437.18,4.45,1776.74,8250.78,0.1698,42006
88,decode_full,1,0,1,1,10482.05,226996.10,933.02,10040.67,441.38,4.35,1780.70,8259.98,0.1699,42006
89,decode_full,1,0,1,1,10461.38,226555.65,929.28,10025.34,436.03,4.29,1777.23,8248.12,0.1699,42006
90,decode_full,1,0,1,1,10464.03,226603.68,919.23,10018.78,445.25,4.45,1777.52,8241.26,0.1699,42006
91,decode_full,1,0,1,1,10480.80,226557.15,937.22,10043.30,437.50,4.26,1777.30,8266.00,0.1696,42006
92,decode_full,1,0,1,1,10482.46,226857.79,931.97,10042.50,439.97,4.58,1779.61,8262.89,0.1698,42006
93,decode_full,1,0,1,1,10479.65,226747.17,937.50,10045.70,433.95,4.35,1778.79,8266.91,0.1697,42006
94,decode_full,1,0,1,1,10479.07,226424.38,929.25,10027.65,451.42,4.26,1776.20,8251.45,0.1695,42006
95,decode_full,1,0,1,1,10472.61,226979.55,926.69,10037.44,435.17,4.29,1780.52,8256.92,0.1700,42006
96,decode_full,1,0,1,1,10485.89,226657.09,925.34,10045.76,440.13,4.29,1777.99,8267.77,0.1696,42006
97,decode_full,1,0,1,1,10471.14,226573.12,929.76,10034.11,437.02,4.26,1777.37,8256.75,0.1697,42006
