iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,8,8,0,16,21516.42,651331.04,975.30,21087.71,428.70,13.98,5096.14,15991.57,0.2368,49586
1,prefill,8,8,0,16,23012.70,632302.27,993.70,22591.84,420.86,8.51,4947.62,17644.22,0.2150,49586
2,prefill,8,8,0,16,22958.02,616878.21,973.70,22541.50,416.51,10.30,4826.97,17714.54,0.2103,49586
3,prefill,8,8,0,16,23137.66,650424.22,983.10,22713.12,424.54,9.57,5089.12,17624.00,0.2199,49586
4,prefill,8,8,0,16,23251.71,647970.75,985.41,22829.25,422.46,9.89,5069.97,17759.28,0.2180,49586
5,prefill,8,8,0,16,23288.48,650384.32,970.18,22871.33,417.15,9.70,5088.71,17782.62,0.2185,49586
6,prefill,8,8,0,16,23197.18,644306.11,983.26,22773.02,424.16,9.31,5041.32,17731.70,0.2173,49586
7,prefill,8,8,0,16,23303.46,624819.90,987.94,22886.14,417.31,10.40,4889.12,17997.02,0.2098,49586
8,prefill,8,8,0,16,23565.79,647988.29,984.74,23141.06,424.74,9.47,5070.10,18070.95,0.2151,49586
9,prefill,8,8,0,16,23583.68,659488.80,978.08,23169.54,414.14,9.18,5159.90,18009.64,0.2188,49586
10,prefill,8,8,0,16,23567.84,618357.89,978.94,23150.82,417.02,9.15,4838.57,18312.25,0.2053,49586
11,prefill,8,8,0,16,23537.54,649457.82,966.18,23121.47,416.06,9.57,5081.44,18040.03,0.2159,49586
12,prefill,8,8,0,16,23804.03,632015.55,982.34,23383.39,420.64,10.91,4945.30,18438.10,0.2078,49586
13,prefill,8,8,0,16,24001.41,664201.76,982.46,23584.58,416.83,9.15,5196.75,18387.82,0.2165,49586
14,prefill,8,8,0,16,23841.82,663901.82,976.80,23422.05,419.78,10.21,5194.36,18227.68,0.2179,49586
15,prefill,8,8,0,16,23946.24,654018.40,983.62,23525.54,420.70,12.45,5117.20,18408.33,0.2137,49586
16,mixed,8,7,1,16,21019.14,680246.59,1002.21,20604.96,414.18,11.87,5322.26,15282.70,0.2532,49586
17,mixed,8,7,1,16,22225.92,613597.54,998.85,21806.18,419.74,13.31,4801.53,17004.64,0.2160,49586
18,mixed,8,7,1,16,22259.17,626786.27,989.60,21836.58,422.59,12.45,4904.50,16932.08,0.2203,49586
19,mixed,8,7,1,16,22367.55,640376.10,1003.55,21946.14,421.41,13.25,5010.78,16935.37,0.2240,49586
