iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,16,16,0,16,29647.04,675374.24,979.46,29220.77,426.27,11.68,5284.01,23936.75,0.1782,59346
1,prefill,16,16,0,16,32398.14,622064.35,976.83,31977.47,420.67,10.27,4867.51,27109.96,0.1502,59346
2,prefill,16,16,0,16,32336.19,632672.26,994.46,31907.23,428.96,12.38,4950.52,26956.71,0.1531,59346
3,prefill,16,16,0,16,32540.35,644029.09,980.74,32113.60,426.75,11.94,5039.14,27074.46,0.1549,59346
4,prefill,16,16,0,16,32907.62,645051.68,975.55,32481.09,426.53,10.30,5047.09,27434.00,0.1534,59346
5,prefill,16,16,0,16,32753.73,640182.40,974.18,32330.05,423.68,11.17,5009.04,27321.01,0.1529,59346
6,prefill,16,16,0,16,32787.74,656114.53,985.15,32360.10,427.65,12.26,5133.59,27226.50,0.1566,59346
7,prefill,16,16,0,16,32954.11,655051.55,983.58,32527.10,427.01,10.34,5125.27,27401.83,0.1555,59346
8,prefill,16,16,0,16,33131.42,670192.42,987.55,32706.02,425.41,10.78,5243.59,27462.42,0.1583,59346
9,prefill,16,16,0,16,33083.39,654013.02,978.98,32658.62,424.77,10.85,5117.12,27541.50,0.1547,59346
10,prefill,16,16,0,16,33122.21,664581.70,981.02,32699.07,423.14,11.42,5199.71,27499.36,0.1570,59346
11,prefill,16,16,0,16,33133.89,662219.71,973.86,32711.14,422.75,10.98,5181.20,27529.94,0.1564,59346
12,prefill,16,16,0,16,33460.38,675226.02,992.19,33040.64,419.74,10.11,5282.95,27757.69,0.1579,59346
13,prefill,16,16,0,16,33500.80,678885.09,979.52,33080.64,420.16,11.71,5311.44,27769.20,0.1585,59346
14,prefill,16,16,0,16,33507.62,670589.95,978.21,33085.50,422.11,10.43,5246.63,27838.88,0.1566,59346
15,prefill,16,16,0,16,33509.12,650751.81,974.46,33080.22,428.90,14.53,5091.61,27988.61,0.1519,59346
16,mixed,16,15,1,16,28607.97,718507.33,1009.63,28185.06,422.91,14.37,5621.23,22563.83,0.1965,59346
17,mixed,16,15,1,16,31432.13,673165.79,998.43,31007.55,424.58,12.48,5266.91,25740.64,0.1676,59346
18,mixed,16,15,1,16,31473.47,673209.09,1001.15,31049.25,424.22,13.73,5267.27,25781.98,0.1674,59346
19,mixed,16,15,1,16,31752.00,703284.00,1005.18,31329.15,422.85,12.80,5502.26,25826.89,0.1733,59346
20,mixed,16,15,1,16,31664.19,688460.16,1005.92,31244.64,419.55,12.45,5386.45,25858.19,0.1701,59346
21,mixed,16,15,1,16,31664.54,680216.99,1014.72,31242.14,422.40,13.50,5322.12,25920.02,0.1681,59346
22,mixed,16,15,1,16,31896.26,701367.84,1006.30,31466.85,429.41,13.86,5487.30,25979.55,0.1720,59346
23,mixed,16,15,1,16,31693.73,676430.21,1010.88,31265.95,427.78,13.98,5292.51,25973.44,0.1670,59346
24,mixed,16,15,1,16,32103.58,692062.56,1010.56,31686.98,416.61,12.42,5414.63,26272.34,0.1687,59346
25,mixed,16,15,1,16,32053.98,692264.61,995.78,31633.41,420.58,13.57,5416.10,26217.31,0.1690,59346
26,mixed,16,15,1,16,32173.89,710739.97,1010.62,31746.94,426.94,14.27,5560.55,26186.39,0.1728,59346
27,mixed,16,15,1,16,32030.18,669817.60,1004.99,31608.26,421.92,13.09,5240.80,26367.45,0.1636,59346
28,mixed,16,15,1,16,32374.43,679747.87,1014.46,31950.14,424.29,14.24,5318.46,26631.69,0.1643,59346
29,mixed,16,15,1,16,32361.86,686940.77,1020.83,31938.98,422.88,13.12,5374.70,26564.28,0.1661,59346
30,mixed,16,15,1,16,32639.90,714201.28,1022.75,32216.77,423.14,14.05,5587.69,26629.08,0.1712,59346
31,mixed,16,15,1,16,32483.62,705111.68,1003.36,32061.12,422.50,13.79,5516.52,26544.60,0.1698,59346
32,mixed,16,15,1,16,32424.19,687959.90,1021.86,32000.45,423.74,15.14,5382.67,26617.78,0.1660,59346
33,mixed,16,15,1,16,27737.28,724016.77,1021.66,27313.34,423.94,14.98,5664.36,21648.98,0.2042,59346
34,mixed,16,14,2,16,30250.08,667453.50,1014.18,29826.14,423.94,15.36,5222.40,24603.74,0.1726,59346
35,mixed,16,14,2,16,30436.32,683357.18,1007.10,30013.02,423.30,16.58,5346.60,24666.43,0.1757,59346
36,mixed,16,14,2,16,30363.68,690753.34,1006.24,29938.94,424.74,14.82,5404.37,24534.57,0.1780,59346
37,mixed,16,14,2,16,30617.54,703264.32,1008.06,30198.05,419.49,15.07,5502.13,24695.92,0.1797,59346
38,mixed,16,14,2,16,30568.06,690644.06,1009.09,30146.18,421.89,15.01,5403.54,24742.64,0.1768,59346
39,mixed,16,14,2,16,30757.82,711570.30,996.10,30338.88,418.94,14.78,5566.93,24771.96,0.1810,59346
40,mixed,16,14,2,16,30925.09,714420.35,1008.74,30495.97,429.12,16.00,5589.29,24906.68,0.1807,59346
41,mixed,16,14,2,16,31044.06,715413.15,1003.97,30622.85,421.22,15.74,5597.01,25025.84,0.1803,59346
42,mixed,16,14,2,16,31038.11,701371.97,1001.98,30619.07,419.04,15.78,5487.30,25131.78,0.1768,59346
43,mixed,16,14,2,16,31124.32,726715.97,1006.40,30700.48,423.84,14.78,5685.33,25015.15,0.1827,59346
44,mixed,16,14,2,16,31064.64,701109.98,1013.15,30645.28,419.36,14.78,5485.34,25159.94,0.1766,59346
