iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,16,16,0,16,29807.71,678825.89,969.76,29381.54,426.18,11.55,5310.90,24070.63,0.1782,59346
1,prefill,16,16,0,16,32553.70,624738.08,965.09,32125.89,427.81,12.06,4888.31,27237.58,0.1502,59346
2,prefill,16,16,0,16,32487.10,635431.39,968.35,32057.60,429.50,11.68,4971.87,27085.73,0.1530,59346
3,prefill,16,16,0,16,32683.42,646795.74,972.38,32255.17,428.26,10.78,5060.69,27194.48,0.1548,59346
4,prefill,16,16,0,16,33036.42,647883.74,969.47,32608.83,427.58,11.36,5069.17,27539.67,0.1534,59346
5,prefill,16,16,0,16,32896.83,643355.14,965.28,32466.91,429.92,11.90,5033.75,27433.16,0.1530,59346
6,prefill,16,16,0,16,32886.53,658713.41,968.58,32460.80,425.73,10.69,5153.77,27307.03,0.1567,59346
7,prefill,16,16,0,16,33082.85,658433.44,963.68,32654.30,428.54,11.17,5151.54,27502.76,0.1557,59346
8,prefill,16,16,0,16,33284.06,673202.78,976.32,32860.32,423.74,11.68,5267.02,27593.30,0.1582,59346
9,prefill,16,16,0,16,33214.08,657557.50,979.55,32786.37,427.71,10.59,5144.82,27641.55,0.1549,59346
10,prefill,16,16,0,16,33238.30,667339.30,965.70,32813.47,424.83,10.08,5221.13,27592.34,0.1571,59346
11,prefill,16,16,0,16,33260.06,665116.45,964.86,32843.58,416.48,11.94,5203.76,27639.82,0.1565,59346
12,prefill,16,16,0,16,33597.28,677863.52,965.25,33179.42,417.86,10.05,5303.35,27876.07,0.1579,59346
13,prefill,16,16,0,16,33621.79,681780.80,974.72,33201.06,420.74,10.34,5334.03,27867.03,0.1586,59346
14,prefill,16,16,0,16,33650.11,673940.42,975.17,33228.99,421.12,10.62,5272.78,27956.21,0.1567,59346
