iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17737.92,673959.39,968.77,17324.32,413.60,8.22,5272.88,12051.44,0.2973,41046
1,prefill,1,1,0,16,18196.54,622388.58,961.73,17776.74,419.81,5.50,4869.92,12906.81,0.2676,41046
2,prefill,1,1,0,16,18155.58,604434.14,966.91,17737.44,418.14,5.50,4729.70,13007.74,0.2605,41046
3,prefill,1,1,0,16,18079.94,614194.69,968.51,17662.66,417.28,5.60,4805.96,12856.69,0.2658,41046
4,prefill,1,1,0,16,18356.06,622638.24,957.50,17937.50,418.56,5.44,4871.84,13065.66,0.2654,41046
5,prefill,1,1,0,16,18545.76,629039.04,958.46,18125.66,420.10,5.50,4921.86,13203.81,0.2654,41046
6,prefill,1,1,0,16,18490.30,641429.57,961.98,18074.50,415.81,5.47,5018.68,13055.81,0.2714,41046
7,prefill,1,1,0,16,18414.56,615150.82,963.01,17997.02,417.54,5.25,4813.39,13183.63,0.2614,41046
8,prefill,1,1,0,16,18767.23,633912.19,959.81,18356.22,411.01,5.50,4959.94,13396.29,0.2643,41046
9,prefill,1,1,0,16,18712.10,647093.60,966.50,18296.61,415.49,5.57,5062.97,13233.64,0.2706,41046
10,prefill,1,1,0,16,18731.90,637604.86,966.98,18312.16,419.74,5.22,4988.84,13323.32,0.2663,41046
11,prefill,1,1,0,16,18848.77,654205.79,963.81,18431.71,417.06,5.86,5118.51,13313.20,0.2716,41046
12,prefill,1,1,0,16,19078.40,633957.98,960.51,18662.34,416.06,5.25,4960.30,13702.04,0.2600,41046
13,prefill,1,1,0,16,19121.82,630468.19,967.26,18706.18,415.65,5.18,4933.09,13773.09,0.2580,41046
14,prefill,1,1,0,16,19221.95,647005.57,957.31,18810.50,411.46,5.12,5062.21,13748.29,0.2634,41046
15,prefill,1,1,0,16,19073.12,629846.72,960.96,18651.71,421.41,4.77,4928.19,13723.53,0.2584,41046
16,decode_full,1,0,1,1,11252.16,248201.95,935.04,10802.11,450.05,4.19,1946.38,8855.73,0.1730,41046
17,decode_full,1,0,1,1,11249.63,248428.45,931.17,10807.94,441.70,4.13,1948.12,8859.81,0.1732,41046
18,decode_full,1,0,1,1,11236.70,248273.44,939.30,10792.90,443.81,4.16,1946.97,8845.92,0.1733,41046
