iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17875.49,679000.06,953.44,17454.69,420.80,8.26,5312.14,12142.55,0.2972,43926
1,prefill,1,1,0,16,18357.50,627964.45,959.94,17932.74,424.77,5.09,4913.47,13019.26,0.2677,43926
2,prefill,1,1,0,16,18310.85,609765.98,961.57,17889.18,421.66,5.89,4771.31,13117.88,0.2606,43926
3,prefill,1,1,0,16,18233.95,619484.58,951.87,17814.98,418.98,6.34,4847.16,12967.82,0.2658,43926
4,prefill,1,1,0,16,18505.73,628045.95,953.06,18084.03,421.70,6.27,4914.05,13169.98,0.2655,43926
5,prefill,1,1,0,16,18672.77,633882.72,960.77,18250.62,422.14,5.41,4959.71,13290.91,0.2656,43926
6,prefill,1,1,0,16,18624.22,646581.18,953.66,18207.04,417.18,6.46,5058.87,13148.17,0.2716,43926
7,prefill,1,1,0,16,18555.94,620262.53,961.12,18127.33,428.61,5.12,4853.31,13274.02,0.2616,43926
8,prefill,1,1,0,16,18921.18,639476.61,948.38,18507.65,413.54,5.50,5003.32,13504.33,0.2644,43926
9,prefill,1,1,0,16,18845.70,651997.57,960.77,18424.10,421.60,5.82,5101.24,13322.86,0.2707,43926
10,prefill,1,1,0,16,18857.95,642358.85,959.78,18441.18,416.77,5.82,5025.93,13415.26,0.2665,43926
11,prefill,1,1,0,16,18986.30,659339.58,954.18,18569.25,417.06,5.28,5158.55,13410.70,0.2717,43926
12,prefill,1,1,0,16,19208.32,639233.50,954.72,18788.54,419.78,6.43,5001.47,13787.07,0.2604,43926
13,prefill,1,1,0,16,19260.29,635305.63,947.23,18836.42,423.87,6.46,4970.73,13865.69,0.2581,43926
14,prefill,1,1,0,16,19379.65,652106.14,953.18,18956.61,423.04,6.62,5102.03,13854.58,0.2633,43926
15,prefill,1,1,0,16,19238.30,635162.05,958.14,18814.91,423.39,4.86,4969.69,13845.22,0.2583,43926
16,decode_full,1,0,1,1,10321.12,233785.22,925.09,9882.56,438.56,4.80,1833.67,8048.89,0.1777,43926
17,decode_full,1,0,1,1,10326.18,234163.23,930.59,9887.01,439.17,4.38,1836.67,8050.34,0.1779,43926
18,decode_full,1,0,1,1,10309.34,233643.55,924.03,9862.78,446.56,4.45,1832.56,8030.22,0.1778,43926
19,decode_full,1,0,1,1,10311.81,233606.56,928.42,9864.74,447.07,4.58,1832.30,8032.43,0.1777,43926
20,decode_full,1,0,1,1,10333.47,233953.98,941.28,9888.26,445.22,4.48,1835.12,8053.14,0.1776,43926
21,decode_full,1,0,1,1,10337.18,234237.57,932.45,9894.69,442.50,4.93,1837.27,8057.42,0.1777,43926
22,decode_full,1,0,1,1,10336.19,234165.15,915.68,9901.41,434.78,4.96,1836.57,8064.84,0.1777,43926
23,decode_full,1,0,1,1,10320.90,234168.13,921.60,9884.70,436.19,4.38,1836.64,8048.07,0.1780,43926
24,decode_full,1,0,1,1,10315.97,233677.47,924.45,9873.34,442.62,4.54,1832.83,8040.52,0.1777,43926
25,decode_full,1,0,1,1,10329.79,234150.46,931.90,9890.40,439.39,4.42,1836.58,8053.82,0.1778,43926
26,decode_full,1,0,1,1,10340.64,234302.11,923.65,9900.67,439.97,4.61,1837.70,8062.97,0.1777,43926
27,decode_full,1,0,1,1,10353.60,234062.14,931.68,9912.93,440.67,4.67,1835.89,8077.04,0.1773,43926
28,decode_full,1,0,1,1,10327.04,233715.94,928.03,9881.76,445.28,4.38,1833.16,8048.60,0.1775,43926
29,decode_full,1,0,1,1,10309.22,233849.25,921.95,9874.27,434.94,4.42,1834.15,8040.12,0.1779,43926
30,decode_full,1,0,1,1,10333.31,233830.08,925.63,9885.70,447.62,4.48,1834.03,8051.67,0.1775,43926
31,decode_full,1,0,1,1,10342.02,233763.36,929.28,9904.29,437.73,4.58,1833.54,8070.75,0.1773,43926
32,decode_full,1,0,1,1,10331.68,233867.14,920.10,9895.49,436.19,4.48,1834.28,8061.21,0.1775,43926
33,decode_full,1,0,1,1,10334.21,234169.31,938.46,9891.71,442.50,4.54,1836.78,8054.93,0.1777,43926
34,decode_full,1,0,1,1,10328.10,233650.24,922.43,9883.94,444.16,4.32,1832.60,8051.34,0.1774,43926
35,decode_full,1,0,1,1,10326.11,233875.94,931.87,9881.89,444.22,4.77,1834.44,8047.45,0.1777,43926
36,decode_full,1,0,1,1,10328.93,234063.30,935.14,9886.30,442.62,4.45,1835.93,8050.38,0.1777,43926
37,decode_full,1,0,1,1,10347.62,234535.17,933.34,9900.26,447.36,4.93,1839.60,8060.66,0.1778,43926
38,decode_full,1,0,1,1,10350.66,233970.82,928.70,9909.79,440.86,4.42,1835.15,8074.64,0.1773,43926
39,decode_full,1,0,1,1,10319.17,234096.42,929.89,9886.78,432.38,4.54,1836.14,8050.64,0.1779,43926
40,decode_full,1,0,1,1,10341.89,234304.93,926.66,9898.53,443.36,4.64,1837.75,8060.78,0.1777,43926
41,decode_full,1,0,1,1,10358.30,234458.34,929.06,9916.03,442.27,4.42,1838.96,8077.07,0.1775,43926
42,decode_full,1,0,1,1,10347.97,233900.70,932.45,9907.46,440.51,4.86,1834.63,8072.82,0.1773,43926
43,decode_full,1,0,1,1,10320.19,233899.90,932.64,9880.90,439.30,4.35,1834.63,8046.27,0.1778,43926
44,decode_full,1,0,1,1,10352.96,234324.48,926.34,9913.41,439.55,4.48,1837.90,8075.51,0.1775,43926
45,decode_full,1,0,1,1,10336.80,234043.97,926.69,9886.72,450.08,4.74,1835.71,8051.01,0.1776,43926
46,decode_full,1,0,1,1,10319.30,233978.78,924.86,9882.37,436.93,4.54,1835.18,8047.18,0.1778,43926
47,decode_full,1,0,1,1,10343.10,234262.56,933.73,9898.69,444.42,4.38,1837.47,8061.22,0.1777,43926
48,decode_full,1,0,1,1,10353.31,234471.07,926.85,9913.50,439.81,4.64,1839.05,8074.46,0.1776,43926
49,decode_full,1,0,1,1,10333.02,234045.70,921.70,9899.55,433.47,4.74,1835.68,8063.87,0.1777,43926
50,decode_full,1,0,1,1,10331.84,234153.28,942.91,9887.62,444.22,4.70,1836.69,8050.93,0.1778,43926
51,decode_full,1,0,1,1,10330.88,234104.16,922.85,9894.40,436.48,4.67,1836.15,8058.25,0.1777,43926
52,decode_full,1,0,1,1,10331.42,234290.66,932.45,9887.49,443.94,4.67,1837.68,8049.81,0.1779,43926
53,decode_full,1,0,1,1,10340.03,234253.34,931.42,9895.33,444.70,4.48,1837.38,8057.95,0.1777,43926
54,decode_full,1,0,1,1,10347.42,234435.52,918.62,9906.94,440.48,4.86,1838.70,8068.24,0.1777,43926
55,decode_full,1,0,1,1,10341.66,233749.06,935.68,9890.72,450.94,4.96,1833.47,8057.25,0.1773,43926
56,decode_full,1,0,1,1,10346.88,234291.78,932.90,9898.91,447.97,4.67,1837.69,8061.22,0.1776,43926
57,decode_full,1,0,1,1,10336.45,233985.47,928.13,9896.99,439.46,4.48,1835.26,8061.73,0.1776,43926
58,decode_full,1,0,1,1,10322.08,233998.11,915.78,9869.89,452.19,4.61,1835.26,8034.62,0.1778,43926
59,decode_full,1,0,1,1,10329.18,233914.27,938.02,9887.58,441.60,4.70,1834.78,8052.80,0.1776,43926
60,decode_full,1,0,1,1,10353.70,234364.67,932.54,9908.16,445.54,4.67,1838.26,8069.90,0.1775,43926
61,decode_full,1,0,1,1,10344.90,234460.67,923.20,9899.49,445.41,4.45,1838.94,8060.55,0.1778,43926
62,decode_full,1,0,1,1,10346.21,234271.74,925.12,9915.87,430.34,4.42,1837.48,8078.40,0.1776,43926
63,decode_full,1,0,1,1,10360.77,234031.94,932.29,9920.10,440.67,4.74,1835.66,8084.44,0.1772,43926
64,decode_full,1,0,1,1,10334.37,234114.27,922.91,9887.39,446.98,4.42,1836.23,8051.16,0.1777,43926
65,decode_full,1,0,1,1,10344.00,233998.08,927.04,9894.53,449.47,4.67,1835.35,8059.18,0.1774,43926
66,decode_full,1,0,1,1,10340.22,234095.04,929.63,9893.66,446.56,4.51,1836.13,8057.53,0.1776,43926
