iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17950.14,736617.47,977.15,17533.57,416.58,7.46,5762.46,11771.11,0.3210,41046
1,prefill,1,1,0,8,13903.36,482255.94,936.54,13504.54,398.82,3.97,3774.94,9729.60,0.2715,41046
2,decode_full,1,0,1,1,10624.74,246722.59,937.09,10192.16,432.58,3.87,1934.84,8257.32,0.1821,41046
3,decode_full,1,0,1,1,10621.50,246782.56,944.22,10182.94,438.56,3.81,1935.37,8247.58,0.1822,41046
4,decode_full,1,0,1,1,10597.57,246506.78,942.91,10165.18,432.38,3.68,1933.20,8231.98,0.1824,41046
5,decode_full,1,0,1,1,10610.05,246815.62,933.22,10184.77,425.28,3.94,1935.54,8249.23,0.1824,41046
6,decode_full,1,0,1,1,10620.61,246683.07,935.52,10187.65,432.96,3.87,1934.52,8253.13,0.1821,41046
7,decode_full,1,0,1,1,10621.44,246783.62,934.05,10186.82,434.62,3.68,1935.29,8251.52,0.1822,41046
8,decode_full,1,0,1,1,10611.10,247014.46,931.55,10175.42,435.68,3.84,1937.08,8238.35,0.1826,41046
9,decode_full,1,0,1,1,10612.26,247004.80,941.50,10182.85,429.41,3.71,1937.08,8245.77,0.1825,41046
10,decode_full,1,0,1,1,10633.02,246939.36,930.62,10199.42,433.60,4.06,1936.48,8262.94,0.1821,41046
11,decode_full,1,0,1,1,10617.06,247101.02,938.43,10182.75,434.30,3.90,1937.81,8244.94,0.1825,41046
12,decode_full,1,0,1,1,10629.79,246976.03,930.40,10197.25,432.54,3.84,1936.77,8260.48,0.1822,41046
13,decode_full,1,0,1,1,10629.44,246752.16,937.44,10195.65,433.79,3.71,1935.08,8260.57,0.1820,41046
14,decode_full,1,0,1,1,10625.79,247098.78,937.22,10195.04,430.75,3.71,1937.78,8257.26,0.1824,41046
15,decode_full,1,0,1,1,10620.06,246903.55,937.31,10181.98,438.08,3.94,1936.26,8245.73,0.1823,41046
16,decode_full,1,0,1,1,10621.79,246829.79,923.68,10186.34,435.46,3.84,1935.57,8250.76,0.1822,41046
17,decode_full,1,0,1,1,10612.90,246826.34,941.15,10183.30,429.60,3.71,1935.68,8247.61,0.1824,41046
18,decode_full,1,0,1,1,10622.56,247042.08,942.43,10189.92,432.64,3.74,1937.38,8252.54,0.1824,41046
19,decode_full,1,0,1,1,10614.91,246915.71,926.78,10180.32,434.59,3.97,1936.27,8244.05,0.1824,41046
20,decode_full,1,0,1,1,10620.83,246758.53,934.66,10187.97,432.86,3.84,1935.10,8252.86,0.1822,41046
21,decode_full,1,0,1,1,10627.20,247045.79,926.62,10194.59,432.61,3.68,1937.28,8257.31,0.1823,41046
22,decode_full,1,0,1,1,10610.02,247094.72,939.94,10177.76,432.26,3.71,1937.77,8239.99,0.1826,41046
23,decode_full,1,0,1,1,10646.59,247034.69,934.98,10211.71,434.88,3.71,1937.26,8274.45,0.1820,41046
24,decode_full,1,0,1,1,10620.64,246719.97,932.22,10185.92,434.72,3.94,1934.78,8251.14,0.1822,41046
25,decode_full,1,0,1,1,10615.04,246957.12,929.18,10175.23,439.81,3.74,1936.61,8238.62,0.1824,41046
26,decode_full,1,0,1,1,10630.88,246902.94,929.60,10201.22,429.66,4.03,1936.19,8265.02,0.1821,41046
27,decode_full,1,0,1,1,10630.34,246858.59,933.22,10190.82,439.52,4.00,1935.87,8254.94,0.1821,41046
28,decode_full,1,0,1,1,10637.73,247022.88,929.70,10200.86,436.86,3.90,1937.13,8263.73,0.1821,41046
29,decode_full,1,0,1,1,10624.32,247054.37,942.34,10194.56,429.76,4.06,1937.47,8257.09,0.1824,41046
30,decode_full,1,0,1,1,10633.95,247137.06,937.82,10199.74,434.21,4.10,1938.09,8261.66,0.1823,41046
31,decode_full,1,0,1,1,10628.10,246832.32,937.38,10190.37,437.73,3.87,1935.70,8254.67,0.1821,41046
32,decode_full,1,0,1,1,10634.72,246840.70,928.35,10203.49,431.23,4.03,1935.70,8267.79,0.1820,41046
33,decode_full,1,0,1,1,10624.99,246797.66,927.10,10180.64,444.35,4.32,1935.35,8245.29,0.1822,41046
34,decode_full,1,0,1,1,10617.22,246923.58,937.66,10181.06,436.16,4.00,1936.42,8244.64,0.1824,41046
35,decode_full,1,0,1,1,10638.18,247066.59,933.79,10210.18,428.00,3.71,1937.50,8272.67,0.1821,41046
36,decode_full,1,0,1,1,10622.98,246888.80,939.42,10187.81,435.17,3.94,1936.16,8251.65,0.1823,41046
37,decode_full,1,0,1,1,10617.57,247110.11,933.50,10192.64,424.93,3.90,1937.84,8254.80,0.1825,41046
38,decode_full,1,0,1,1,10620.35,247253.66,945.60,10182.75,437.60,3.71,1939.06,8243.70,0.1826,41046
39,decode_full,1,0,1,1,10628.06,246917.15,939.01,10189.63,438.43,3.94,1936.38,8253.26,0.1822,41046
40,decode_full,1,0,1,1,10622.46,246815.26,937.15,10187.65,434.82,3.90,1935.57,8252.08,0.1822,41046
41,decode_full,1,0,1,1,10621.28,247034.91,942.69,10184.96,436.32,3.68,1937.33,8247.64,0.1824,41046
42,decode_full,1,0,1,1,10680.32,247114.08,933.38,10248.10,432.22,3.94,1937.87,8310.23,0.1814,41046
43,decode_full,1,0,1,1,10686.40,247422.21,936.61,10249.60,436.80,3.78,1940.30,8309.30,0.1816,41046
44,decode_full,1,0,1,1,10692.10,247247.87,926.21,10260.99,431.10,4.06,1938.86,8322.13,0.1813,41046
45,decode_full,1,0,1,1,10672.19,246832.00,936.96,10234.85,437.34,3.90,1935.69,8299.15,0.1814,41046
46,decode_full,1,0,1,1,10698.50,247213.47,928.77,10268.10,430.40,3.90,1938.61,8329.48,0.1812,41046
47,decode_full,1,0,1,1,10669.22,246892.26,929.15,10238.91,430.30,4.19,1936.10,8302.81,0.1815,41046
48,decode_full,1,0,1,1,10683.17,247215.39,939.58,10251.58,431.58,3.68,1938.71,8312.87,0.1815,41046
49,decode_full,1,0,1,1,10677.57,246720.26,936.19,10232.06,445.50,3.87,1934.82,8297.25,0.1812,41046
50,decode_full,1,0,1,1,10678.43,247221.54,937.92,10244.74,433.70,3.71,1938.75,8305.99,0.1816,41046
51,decode_full,1,0,1,1,10681.92,247163.81,928.19,10256.70,425.22,3.68,1938.22,8318.49,0.1814,41046
