iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,16,16,0,16,29294.05,674498.14,964.51,28858.24,435.81,12.86,5277.05,23581.19,0.1801,59346
1,prefill,16,16,0,16,32066.72,621723.49,957.28,31638.05,428.67,11.26,4864.69,26773.35,0.1517,59346
2,prefill,16,16,0,16,32007.46,631292.16,971.23,31576.29,431.17,10.94,4939.56,26636.73,0.1543,59346
3,prefill,16,16,0,16,32188.61,642697.25,974.98,31756.83,431.78,11.62,5028.69,26728.14,0.1562,59346
4,prefill,16,16,0,16,32542.24,644145.82,962.02,32110.72,431.52,11.20,5039.90,27070.82,0.1549,59346
5,prefill,16,16,0,16,32386.98,638717.18,968.10,31951.20,435.78,11.23,4997.54,26953.66,0.1543,59346
6,prefill,16,16,0,16,32422.21,655300.00,969.54,32000.64,421.57,11.46,5127.11,26873.53,0.1581,59346
7,prefill,16,16,0,16,32581.79,653894.30,973.86,32149.50,432.29,11.14,5116.16,27033.35,0.1570,59346
8,prefill,16,16,0,16,32771.58,669305.15,975.20,32342.78,428.80,11.10,5236.57,27106.22,0.1598,59346
9,prefill,16,16,0,16,32753.12,652754.34,962.34,32326.14,426.98,11.46,5107.16,27218.98,0.1559,59346
10,prefill,16,16,0,16,32729.98,663135.33,968.45,32301.60,428.38,11.36,5188.31,27113.29,0.1585,59346
11,prefill,16,16,0,16,32771.42,661415.55,976.35,32344.58,426.85,11.26,5174.94,27169.64,0.1579,59346
12,prefill,16,16,0,16,33092.35,673913.31,969.95,32665.50,426.85,12.26,5272.53,27392.98,0.1593,59346
13,prefill,16,16,0,16,33149.18,677814.56,964.77,32721.54,427.65,11.81,5302.96,27418.57,0.1600,59346
14,prefill,16,16,0,16,33131.33,669836.48,966.21,32706.59,424.74,11.71,5240.65,27465.95,0.1582,59346
15,prefill,16,16,0,16,33153.18,649950.43,964.64,32724.38,428.80,13.02,5085.27,27639.11,0.1534,59346
16,mixed,16,15,1,16,28219.81,743175.78,958.91,27795.74,424.06,13.47,5813.55,21982.19,0.2060,59346
17,mixed,16,15,1,16,31103.52,698512.74,968.22,30673.02,430.50,14.34,5464.69,25208.33,0.1757,59346
18,mixed,16,15,1,16,31104.64,698134.43,964.90,30675.23,429.41,14.50,5461.71,25213.52,0.1756,59346
19,mixed,16,15,1,16,31418.37,728442.02,964.74,30984.29,434.08,14.91,5698.49,25285.80,0.1814,59346
20,mixed,16,15,1,16,31340.77,713503.14,976.22,30914.30,426.46,14.11,5581.87,25332.43,0.1781,59346
21,mixed,16,15,1,16,31347.81,705400.00,970.34,30922.24,425.57,14.14,5518.52,25403.72,0.1760,59346
22,mixed,16,15,1,16,31545.41,725876.70,971.52,31117.06,428.35,15.04,5678.50,25438.55,0.1800,59346
23,mixed,16,15,1,16,31344.03,701625.31,968.26,30911.49,432.54,14.69,5489.01,25422.48,0.1751,59346
24,mixed,16,15,1,16,31782.50,716647.94,973.22,31347.49,435.01,15.01,5606.42,25741.07,0.1764,59346
25,mixed,16,15,1,16,31730.98,716932.70,973.98,31299.26,431.71,15.52,5608.65,25690.62,0.1768,59346
26,mixed,16,15,1,16,31852.96,735204.83,966.94,31430.78,422.18,14.85,5751.34,25679.44,0.1806,59346
27,mixed,16,15,1,16,31663.46,694467.14,964.74,31229.82,433.63,15.10,5433.06,25796.76,0.1716,59346
28,mixed,16,15,1,16,32031.87,704618.78,970.85,31604.45,427.42,15.01,5512.42,26092.03,0.1721,59346
29,mixed,16,15,1,16,32042.34,712379.94,973.92,31608.64,433.70,15.55,5573.08,26035.56,0.1739,59346
30,mixed,16,15,1,16,32318.43,738812.35,957.82,31889.09,429.34,14.72,5779.45,26109.63,0.1788,59346
31,mixed,16,15,1,16,32160.67,729592.13,971.62,31732.90,427.78,14.88,5707.53,26025.37,0.1775,59346
32,mixed,16,15,1,16,32090.56,712611.68,963.49,31664.42,426.14,15.49,5574.81,26089.61,0.1737,59346
33,mixed,16,15,1,16,27379.87,775517.89,978.91,26946.34,433.54,15.78,6066.38,20879.95,0.2216,59346
34,mixed,16,14,2,16,29900.13,719251.33,963.39,29469.25,430.88,16.61,5626.68,23842.57,0.1882,59346
35,mixed,16,14,2,16,30079.87,735252.61,955.97,29651.55,428.32,16.48,5751.63,23899.92,0.1912,59346
