iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17767.55,685051.58,964.38,17350.59,416.96,8.80,5359.50,11991.09,0.3016,41046
1,prefill,1,1,0,16,18092.83,657276.99,976.99,17680.19,412.64,5.09,5142.61,12537.58,0.2842,41046
2,prefill,1,1,0,16,17851.46,620584.99,971.04,17436.67,414.78,5.06,4855.91,12580.77,0.2720,41046
3,prefill,1,1,0,16,17789.18,628497.73,970.75,17371.90,417.28,5.89,4917.72,12454.18,0.2764,41046
4,prefill,1,1,0,16,18141.95,634657.02,971.90,17730.62,411.33,5.60,4965.85,12764.77,0.2737,41046
5,prefill,1,1,0,16,18160.86,629654.18,967.90,17747.30,413.57,6.50,4926.73,12820.56,0.2713,41046
6,prefill,1,1,0,16,18192.32,630207.87,954.43,17774.37,417.95,5.38,4930.96,12843.41,0.2710,41046
7,prefill,1,1,0,16,18307.55,641410.14,967.52,17892.03,415.52,5.18,5018.58,12873.46,0.2741,41046
8,prefill,1,1,0,16,18457.09,641648.16,959.52,18040.10,416.99,5.18,5020.37,13019.72,0.2720,41046
9,prefill,1,1,0,16,18468.26,624047.68,968.48,18055.94,412.32,5.86,4882.94,13173.00,0.2644,41046
10,prefill,1,1,0,16,18593.76,643031.20,964.70,18175.71,418.05,6.18,5031.22,13144.49,0.2706,41046
11,prefill,1,1,0,16,18434.24,623832.83,967.84,18014.53,419.71,6.40,4881.26,13133.27,0.2648,41046
12,prefill,1,1,0,16,18738.21,625646.24,965.38,18326.50,411.71,6.18,4895.40,13431.09,0.2613,41046
13,prefill,1,1,0,16,18794.82,641787.49,967.71,18376.77,418.05,6.91,5021.53,13355.24,0.2672,41046
14,prefill,1,1,0,16,19016.90,646227.33,951.71,18601.63,415.26,5.79,5056.09,13545.55,0.2659,41046
15,prefill,1,1,0,16,18724.96,621016.83,954.98,18313.79,411.17,4.80,4859.15,13454.64,0.2595,41046
16,decode_full,1,0,1,1,10949.63,247446.56,925.06,10516.74,432.90,4.32,1940.40,8576.33,0.1772,41046
17,decode_full,1,0,1,1,10932.35,247481.34,925.92,10500.06,432.29,4.38,1940.68,8559.38,0.1775,41046
18,decode_full,1,0,1,1,10941.50,247511.97,929.66,10505.09,436.42,4.32,1940.95,8564.14,0.1774,41046
19,decode_full,1,0,1,1,10941.31,247466.30,933.70,10503.78,437.54,4.51,1940.62,8563.15,0.1774,41046
20,decode_full,1,0,1,1,10944.86,247540.00,935.10,10510.18,434.69,4.38,1941.21,8568.96,0.1774,41046
21,decode_full,1,0,1,1,10927.07,247714.53,925.73,10492.13,434.94,4.32,1942.50,8549.63,0.1778,41046
22,decode_full,1,0,1,1,10945.82,247604.16,929.31,10505.98,439.84,4.32,1941.67,8564.32,0.1774,41046
23,decode_full,1,0,1,1,10932.03,247744.19,933.92,10505.47,426.56,4.35,1942.80,8562.67,0.1777,41046
24,decode_full,1,0,1,1,10926.78,247424.67,930.53,10493.92,432.86,4.22,1940.28,8553.65,0.1776,41046
25,decode_full,1,0,1,1,10942.75,247640.54,931.46,10516.54,426.21,4.13,1941.97,8574.58,0.1775,41046
26,decode_full,1,0,1,1,10924.38,247713.60,925.02,10491.65,432.74,4.38,1942.49,8549.16,0.1778,41046
27,decode_full,1,0,1,1,10940.38,247634.56,930.02,10498.30,442.08,4.45,1941.91,8556.39,0.1775,41046
28,decode_full,1,0,1,1,10943.97,247791.04,925.47,10512.80,431.17,4.13,1943.10,8569.70,0.1775,41046
29,decode_full,1,0,1,1,10933.41,247806.62,940.77,10499.10,434.30,4.13,1943.34,8555.76,0.1777,41046
30,decode_full,1,0,1,1,10931.81,247474.98,935.01,10499.01,432.80,4.51,1940.70,8558.31,0.1775,41046
31,decode_full,1,0,1,1,10928.96,247450.88,930.30,10496.16,432.80,4.16,1940.48,8555.68,0.1776,41046
32,decode_full,1,0,1,1,10950.21,247742.85,926.50,10518.85,431.36,4.13,1942.73,8576.12,0.1774,41046
33,decode_full,1,0,1,1,10934.11,247890.50,918.37,10505.34,428.77,4.29,1943.82,8561.52,0.1778,41046
34,decode_full,1,0,1,1,10937.86,247583.58,948.29,10506.53,431.33,4.26,1941.66,8564.87,0.1775,41046
35,decode_full,1,0,1,1,10935.84,247746.11,928.26,10493.98,441.86,4.51,1942.77,8551.22,0.1777,41046
36,decode_full,1,0,1,1,10946.59,247811.04,934.02,10514.50,432.10,4.45,1943.32,8571.18,0.1775,41046
37,decode_full,1,0,1,1,10941.76,247335.23,933.57,10510.43,431.33,4.38,1939.60,8570.83,0.1773,41046
38,decode_full,1,0,1,1,10945.60,247466.94,928.74,10514.43,431.17,4.51,1940.59,8573.84,0.1773,41046
39,decode_full,1,0,1,1,10941.95,247700.83,934.98,10512.45,429.50,4.29,1942.47,8569.98,0.1775,41046
40,decode_full,1,0,1,1,10947.04,247806.21,919.20,10513.02,434.02,4.13,1943.17,8569.86,0.1775,41046
41,decode_full,1,0,1,1,10953.41,247719.42,918.59,10519.90,433.50,4.19,1942.48,8577.42,0.1773,41046
42,decode_full,1,0,1,1,10935.90,247563.71,939.36,10507.01,428.90,4.38,1941.43,8565.58,0.1775,41046
43,decode_full,1,0,1,1,10942.82,247473.92,941.89,10506.66,436.16,4.16,1940.75,8565.91,0.1774,41046
44,decode_full,1,0,1,1,10952.38,247445.44,930.05,10523.68,428.70,4.38,1940.43,8583.25,0.1772,41046
45,decode_full,1,0,1,1,10949.18,247715.23,937.18,10518.66,430.53,4.77,1942.60,8576.06,0.1774,41046
46,decode_full,1,0,1,1,10943.23,247714.78,939.01,10510.14,433.09,4.48,1942.61,8567.54,0.1775,41046
47,decode_full,1,0,1,1,10940.32,247465.73,929.15,10503.78,436.54,4.29,1940.59,8563.19,0.1774,41046
48,decode_full,1,0,1,1,10946.72,247642.78,930.88,10510.78,435.94,4.16,1941.98,8568.80,0.1774,41046
49,decode_full,1,0,1,1,10939.26,247750.94,929.47,10508.00,431.26,4.19,1942.82,8565.18,0.1776,41046
50,decode_full,1,0,1,1,10940.29,247661.15,925.06,10510.43,429.86,4.45,1942.08,8568.35,0.1775,41046
51,decode_full,1,0,1,1,10942.18,247659.81,926.11,10514.43,427.74,4.32,1942.08,8572.35,0.1775,41046
52,decode_full,1,0,1,1,10942.30,247567.04,925.57,10509.06,433.25,4.16,1941.35,8567.71,0.1774,41046
53,decode_full,1,0,1,1,10942.08,247411.39,931.20,10507.71,434.37,4.54,1940.18,8567.54,0.1773,41046
54,decode_full,1,0,1,1,10938.59,247726.21,935.14,10512.90,425.70,4.58,1942.67,8570.23,0.1776,41046
55,decode_full,1,0,1,1,10947.14,247640.45,935.65,10522.27,424.86,4.22,1942.00,8580.27,0.1774,41046
56,decode_full,1,0,1,1,10948.99,247418.05,930.94,10514.66,434.34,4.22,1940.23,8574.43,0.1772,41046
57,decode_full,1,0,1,1,10943.84,247549.76,925.86,10516.19,427.65,4.48,1941.22,8574.98,0.1774,41046
58,decode_full,1,0,1,1,10952.54,247412.86,930.91,10516.26,436.29,4.38,1940.19,8576.07,0.1771,41046
59,decode_full,1,0,1,1,10949.18,247670.56,926.91,10511.68,437.50,4.19,1942.17,8569.51,0.1774,41046
60,decode_full,1,0,1,1,10943.14,247749.31,933.98,10498.98,444.16,4.19,1942.84,8556.14,0.1775,41046
61,decode_full,1,0,1,1,10949.50,247452.70,927.65,10518.53,430.98,4.16,1940.47,8578.06,0.1772,41046
62,decode_full,1,0,1,1,10941.86,247454.53,938.18,10507.46,434.40,4.16,1940.57,8566.89,0.1774,41046
63,decode_full,1,0,1,1,10943.30,247460.26,933.89,10512.93,430.37,4.35,1940.58,8572.35,0.1773,41046
64,decode_full,1,0,1,1,10946.24,247461.54,931.46,10517.89,428.35,4.45,1940.57,8577.32,0.1773,41046
65,decode_full,1,0,1,1,10939.04,247571.55,928.54,10499.74,439.30,4.22,1941.41,8558.34,0.1775,41046
66,decode_full,1,0,1,1,10953.86,247623.68,932.67,10522.08,431.78,4.54,1941.85,8580.23,0.1773,41046
67,decode_full,1,0,1,1,10948.16,247612.96,929.44,10522.46,425.70,4.64,1941.74,8580.73,0.1774,41046
68,decode_full,1,0,1,1,10948.90,247499.10,930.34,10519.30,429.60,4.19,1940.86,8578.44,0.1773,41046
69,decode_full,1,0,1,1,10942.53,247520.35,932.80,10512.26,430.27,4.45,1941.04,8571.22,0.1774,41046
70,decode_full,1,0,1,1,10942.75,247809.25,934.75,10509.25,433.50,4.67,1943.31,8565.94,0.1776,41046
71,decode_full,1,0,1,1,10944.48,247422.62,923.33,10515.36,429.12,4.35,1940.20,8575.16,0.1773,41046
72,decode_full,1,0,1,1,10934.59,247547.58,943.33,10506.50,428.10,4.48,1941.34,8565.16,0.1775,41046
73,decode_full,1,0,1,1,10953.92,247545.66,931.87,10527.33,426.59,4.26,1941.23,8586.10,0.1772,41046
74,decode_full,1,0,1,1,10947.14,247669.92,930.21,10516.06,431.07,4.54,1942.19,8573.88,0.1774,41046
75,decode_full,1,0,1,1,10949.41,247491.94,940.13,10522.24,427.17,4.58,1940.88,8581.36,0.1773,41046
76,decode_full,1,0,1,1,10954.18,247552.77,932.99,10522.56,431.62,4.32,1941.30,8581.26,0.1772,41046
77,decode_full,1,0,1,1,10948.64,247553.92,935.74,10520.19,428.45,4.35,1941.33,8578.87,0.1773,41046
78,decode_full,1,0,1,1,10973.47,247513.09,933.06,10531.30,442.18,4.58,1940.99,8590.31,0.1769,41046
79,decode_full,1,0,1,1,10945.12,247474.50,937.89,10512.77,432.35,4.54,1940.72,8572.05,0.1773,41046
80,decode_full,1,0,1,1,11003.94,247617.79,936.26,10566.34,437.60,4.51,1941.83,8624.51,0.1765,41046
81,decode_full,1,0,1,1,11001.73,247843.39,938.59,10563.42,438.30,4.61,1943.61,8619.81,0.1767,41046
82,decode_full,1,0,1,1,11004.51,247569.28,930.18,10574.46,430.05,4.32,1941.40,8633.06,0.1764,41046
83,decode_full,1,0,1,1,11013.31,247680.03,936.06,10585.92,427.39,4.54,1942.31,8643.61,0.1764,41046
84,decode_full,1,0,1,1,11009.34,247554.72,939.39,10577.89,431.46,4.26,1941.36,8636.53,0.1763,41046
85,decode_full,1,0,1,1,10997.02,247620.90,937.25,10573.86,423.17,4.22,1941.86,8632.00,0.1766,41046
