iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17709.92,684196.99,963.87,17292.74,417.18,8.00,5352.82,11939.92,0.3022,41046
1,prefill,1,1,0,16,18060.29,656588.93,968.16,17644.03,416.26,5.60,5137.16,12506.87,0.2844,41046
2,prefill,1,1,0,16,17782.66,620003.94,960.42,17364.86,417.79,7.01,4851.28,12513.58,0.2728,41046
3,prefill,1,1,0,16,17693.15,627621.50,960.29,17276.10,417.06,5.60,4910.80,12365.30,0.2776,41046
4,prefill,1,1,0,16,18074.88,633943.17,965.50,17661.92,412.96,5.73,4960.22,12701.70,0.2744,41046
5,prefill,1,1,0,16,18107.58,628794.91,952.16,17688.10,419.49,6.02,4919.90,12768.20,0.2717,41046
6,prefill,1,1,0,16,18106.56,629309.18,961.98,17688.26,418.30,5.22,4923.99,12764.26,0.2719,41046
7,prefill,1,1,0,16,18227.81,640571.30,960.70,17813.28,414.53,5.70,5011.97,12801.31,0.2750,41046
8,prefill,1,1,0,16,18403.17,640342.69,961.57,17988.48,414.69,5.70,5010.19,12978.29,0.2722,41046
9,prefill,1,1,0,16,18403.68,622871.90,961.86,17983.20,420.48,5.63,4873.70,13109.50,0.2648,41046
10,prefill,1,1,0,16,18534.46,642152.42,964.83,18115.04,419.42,5.63,5024.35,13090.69,0.2711,41046
11,prefill,1,1,0,16,18398.05,623299.14,953.76,17980.26,417.79,5.34,4876.98,13103.28,0.2651,41046
12,prefill,1,1,0,16,18684.19,624748.86,968.77,18267.71,416.48,6.34,4888.42,13379.29,0.2616,41046
13,prefill,1,1,0,16,18717.79,640696.38,968.48,18307.42,410.37,5.70,5013.01,13294.42,0.2678,41046
14,prefill,1,1,0,16,18903.52,645481.73,963.10,18477.06,426.46,5.38,5050.35,13426.71,0.2672,41046
15,prefill,1,1,0,16,18688.83,620299.33,958.78,18273.60,415.23,4.90,4853.58,13420.02,0.2597,41046
16,decode_full,1,0,1,1,10911.49,247248.26,917.34,10479.90,431.58,4.35,1938.79,8541.11,0.1777,41046
17,decode_full,1,0,1,1,10903.62,247280.77,933.02,10475.78,427.84,4.22,1939.17,8536.61,0.1778,41046
18,decode_full,1,0,1,1,10919.74,247333.89,932.22,10478.69,441.06,4.19,1939.58,8539.11,0.1776,41046
19,decode_full,1,0,1,1,10906.82,247456.19,934.72,10472.13,434.69,4.45,1940.55,8531.57,0.1779,41046
20,decode_full,1,0,1,1,10919.55,247434.75,929.02,10493.06,426.50,4.10,1940.34,8552.71,0.1777,41046
21,decode_full,1,0,1,1,10915.14,247104.29,932.77,10477.41,437.73,4.35,1937.79,8539.62,0.1775,41046
22,decode_full,1,0,1,1,10911.81,247310.91,928.29,10472.22,439.58,4.10,1939.37,8532.86,0.1777,41046
23,decode_full,1,0,1,1,10918.08,247563.62,930.02,10479.30,438.78,4.22,1941.36,8537.94,0.1778,41046
24,decode_full,1,0,1,1,10926.66,247403.20,937.63,10496.48,430.18,4.13,1940.16,8556.32,0.1776,41046
25,decode_full,1,0,1,1,10930.37,247273.50,925.22,10486.08,444.29,4.19,1939.05,8547.03,0.1774,41046
26,decode_full,1,0,1,1,10914.82,247165.12,935.71,10487.10,427.71,4.58,1938.29,8548.82,0.1776,41046
27,decode_full,1,0,1,1,10911.94,247390.62,928.03,10473.02,438.91,4.13,1939.99,8533.03,0.1778,41046
28,decode_full,1,0,1,1,10924.19,247360.58,945.70,10492.19,432.00,4.10,1939.89,8552.30,0.1776,41046
29,decode_full,1,0,1,1,10916.67,247211.49,932.96,10485.47,431.20,4.19,1938.63,8546.84,0.1776,41046
30,decode_full,1,0,1,1,10920.99,247216.10,919.01,10483.55,437.44,4.35,1938.56,8545.00,0.1775,41046
31,decode_full,1,0,1,1,10917.47,247256.93,938.69,10484.51,432.96,4.67,1939.03,8545.48,0.1776,41046
32,decode_full,1,0,1,1,10918.53,247197.28,925.02,10493.22,425.31,4.67,1938.46,8554.76,0.1775,41046
33,decode_full,1,0,1,1,10919.36,247651.81,929.86,10494.34,425.02,4.13,1942.04,8552.29,0.1779,41046
34,decode_full,1,0,1,1,10917.73,247309.34,927.10,10488.35,429.38,4.16,1939.35,8549.00,0.1776,41046
35,decode_full,1,0,1,1,10926.34,247228.86,940.77,10484.80,441.54,4.32,1938.83,8545.97,0.1774,41046
36,decode_full,1,0,1,1,10932.67,247666.98,925.73,10506.46,426.21,4.38,1942.13,8564.33,0.1776,41046
37,decode_full,1,0,1,1,10903.04,247657.38,925.89,10471.62,431.42,4.13,1942.06,8529.56,0.1781,41046
38,decode_full,1,0,1,1,10918.82,247435.81,938.27,10479.74,439.07,4.22,1940.42,8539.32,0.1777,41046
39,decode_full,1,0,1,1,10918.11,247258.94,927.20,10488.96,429.15,4.16,1938.95,8550.01,0.1776,41046
40,decode_full,1,0,1,1,10926.11,247205.89,928.74,10499.04,427.07,4.29,1938.55,8560.49,0.1774,41046
41,decode_full,1,0,1,1,10911.14,247196.86,925.28,10478.37,432.77,4.35,1938.45,8539.91,0.1777,41046
42,decode_full,1,0,1,1,10917.50,247461.57,924.45,10484.58,432.93,4.35,1940.52,8544.06,0.1777,41046
43,decode_full,1,0,1,1,10910.34,247299.55,932.45,10475.58,434.75,4.26,1939.31,8536.27,0.1778,41046
44,decode_full,1,0,1,1,10915.10,247245.22,929.25,10484.96,430.14,4.16,1938.86,8546.10,0.1776,41046
45,decode_full,1,0,1,1,10920.77,247372.42,931.94,10491.55,429.22,4.13,1939.88,8551.67,0.1776,41046
46,decode_full,1,0,1,1,10924.58,247415.65,933.73,10493.09,431.49,4.16,1940.23,8552.86,0.1776,41046
47,decode_full,1,0,1,1,10916.06,247465.82,929.86,10484.22,431.84,4.26,1940.59,8543.63,0.1778,41046
48,decode_full,1,0,1,1,10910.24,247086.59,929.34,10478.46,431.78,4.19,1937.62,8540.84,0.1776,41046
49,decode_full,1,0,1,1,10923.23,247284.61,940.35,10490.88,432.35,4.22,1939.26,8551.62,0.1775,41046
50,decode_full,1,0,1,1,10922.69,247470.18,924.58,10489.63,433.06,4.48,1940.58,8549.05,0.1777,41046
51,decode_full,1,0,1,1,10911.39,247165.95,921.70,10481.73,429.66,4.35,1938.18,8543.54,0.1776,41046
52,decode_full,1,0,1,1,10934.24,247250.27,926.30,10502.43,431.81,4.22,1938.88,8563.55,0.1773,41046
53,decode_full,1,0,1,1,10925.22,247559.39,943.14,10494.72,430.50,4.51,1941.43,8553.29,0.1777,41046
54,decode_full,1,0,1,1,10920.67,247397.95,935.97,10489.47,431.20,4.38,1940.11,8549.36,0.1777,41046
55,decode_full,1,0,1,1,10934.24,247367.65,929.89,10504.03,430.21,4.10,1939.82,8564.21,0.1774,41046
56,decode_full,1,0,1,1,10928.13,247446.37,924.61,10493.02,435.10,4.22,1940.40,8552.63,0.1776,41046
57,decode_full,1,0,1,1,10903.14,247371.17,935.23,10467.01,436.13,4.22,1939.89,8527.11,0.1779,41046
58,decode_full,1,0,1,1,10923.07,247346.08,933.86,10481.15,441.92,4.35,1939.69,8541.47,0.1776,41046
59,decode_full,1,0,1,1,10925.89,247177.66,926.46,10492.77,433.12,4.35,1938.31,8554.45,0.1774,41046
60,decode_full,1,0,1,1,10929.47,247624.19,929.31,10501.73,427.74,4.22,1941.82,8559.90,0.1777,41046
61,decode_full,1,0,1,1,10931.01,247460.03,924.61,10493.95,437.06,4.35,1940.51,8553.45,0.1775,41046
62,decode_full,1,0,1,1,10920.90,247442.30,929.41,10488.48,432.42,4.26,1940.40,8548.08,0.1777,41046
63,decode_full,1,0,1,1,10924.93,247188.58,922.05,10487.26,437.66,4.06,1938.36,8548.90,0.1774,41046
64,decode_full,1,0,1,1,10922.66,247265.76,929.41,10486.75,435.90,4.26,1939.02,8547.73,0.1775,41046
65,decode_full,1,0,1,1,10927.68,247303.52,933.63,10494.98,432.70,4.38,1939.35,8555.62,0.1775,41046
66,decode_full,1,0,1,1,10937.79,247485.12,935.84,10508.58,429.22,4.26,1940.79,8567.79,0.1774,41046
67,decode_full,1,0,1,1,10932.00,247418.08,932.74,10492.10,439.90,4.19,1940.24,8551.86,0.1775,41046
68,decode_full,1,0,1,1,10930.46,247535.65,939.65,10501.95,428.51,4.10,1941.21,8560.74,0.1776,41046
69,decode_full,1,0,1,1,10939.65,247529.15,932.29,10505.95,433.70,4.26,1941.11,8564.85,0.1774,41046
70,decode_full,1,0,1,1,10920.54,247269.28,928.51,10486.53,434.02,4.19,1939.05,8547.48,0.1776,41046
71,decode_full,1,0,1,1,10924.80,247226.18,929.54,10497.25,427.55,4.13,1938.72,8558.53,0.1775,41046
72,decode_full,1,0,1,1,10922.02,247032.64,935.52,10490.14,431.87,4.19,1937.25,8552.89,0.1774,41046
73,decode_full,1,0,1,1,10933.76,247368.74,927.07,10496.83,436.93,4.22,1939.81,8557.02,0.1774,41046
74,decode_full,1,0,1,1,10915.17,247455.55,929.82,10482.24,432.93,4.19,1940.51,8541.73,0.1778,41046
75,decode_full,1,0,1,1,10937.76,247559.68,923.10,10503.94,433.82,4.16,1941.27,8562.66,0.1775,41046
76,decode_full,1,0,1,1,10934.30,247418.18,934.02,10496.70,437.60,4.13,1940.25,8556.45,0.1774,41046
77,decode_full,1,0,1,1,10930.72,247392.70,926.62,10493.25,437.47,4.19,1939.99,8553.25,0.1775,41046
78,decode_full,1,0,1,1,10936.61,247600.51,933.47,10495.42,441.18,4.19,1941.67,8553.75,0.1775,41046
79,decode_full,1,0,1,1,10934.27,247498.85,931.81,10498.88,435.39,4.51,1940.86,8558.02,0.1775,41046
80,decode_full,1,0,1,1,11000.93,247566.30,930.56,10570.24,430.69,4.13,1941.38,8628.86,0.1765,41046
81,decode_full,1,0,1,1,10975.78,247475.36,931.97,10547.33,428.45,4.16,1940.68,8606.65,0.1768,41046
82,decode_full,1,0,1,1,10985.18,247299.42,934.69,10557.34,427.84,4.38,1939.33,8618.01,0.1765,41046
83,decode_full,1,0,1,1,10981.73,247712.22,923.36,10551.49,430.24,4.26,1942.47,8609.02,0.1769,41046
84,decode_full,1,0,1,1,10997.22,247565.86,935.52,10561.57,435.65,4.38,1941.42,8620.15,0.1765,41046
85,decode_full,1,0,1,1,10993.31,247275.17,920.03,10567.49,425.82,4.22,1939.03,8628.46,0.1764,41046
86,decode_full,1,0,1,1,11004.96,247559.84,934.18,10565.06,439.90,4.10,1941.36,8623.70,0.1764,41046
87,decode_full,1,0,1,1,10986.14,247460.26,925.60,10557.98,428.16,4.13,1940.51,8617.47,0.1766,41046
88,decode_full,1,0,1,1,10985.63,247439.78,934.72,10553.18,432.45,4.64,1940.43,8612.76,0.1766,41046
89,decode_full,1,0,1,1,10987.36,247672.10,935.87,10553.44,433.92,4.26,1942.25,8611.19,0.1768,41046
90,decode_full,1,0,1,1,10994.91,247469.66,917.57,10561.60,433.31,4.35,1940.53,8621.07,0.1765,41046
91,decode_full,1,0,1,1,10995.62,247413.22,932.99,10561.73,433.89,4.38,1940.20,8621.52,0.1765,41046
92,decode_full,1,0,1,1,10978.34,247547.74,924.10,10547.55,430.78,4.42,1941.19,8606.37,0.1768,41046
93,decode_full,1,0,1,1,10997.25,247308.70,935.20,10559.58,437.66,4.70,1939.41,8620.18,0.1764,41046
94,decode_full,1,0,1,1,11007.46,247371.74,920.32,10569.54,437.92,4.54,1939.78,8629.75,0.1762,41046
95,decode_full,1,0,1,1,11012.03,247323.65,938.88,10578.91,433.12,4.26,1939.55,8639.36,0.1761,41046
96,decode_full,1,0,1,1,10988.38,247750.05,928.48,10552.70,435.68,4.22,1942.80,8609.90,0.1768,41046
97,decode_full,1,0,1,1,11010.72,247513.02,928.96,10582.82,427.90,4.61,1940.95,8641.86,0.1763,41046
98,decode_full,1,0,1,1,11007.39,247812.13,932.67,10573.15,434.24,4.70,1943.32,8629.83,0.1765,41046
99,decode_full,1,0,1,1,10987.84,247370.75,931.30,10559.52,428.32,4.38,1939.86,8619.66,0.1765,41046
100,decode_full,1,0,1,1,11004.32,247462.05,931.39,10568.90,435.42,4.42,1940.57,8628.32,0.1763,41046
101,decode_full,1,0,1,1,10997.82,247581.02,927.94,10571.68,426.14,4.19,1941.48,8630.20,0.1765,41046
102,decode_full,1,0,1,1,11007.52,247568.29,934.05,10575.14,432.38,4.48,1941.42,8633.71,0.1764,41046
103,decode_full,1,0,1,1,10996.00,247594.46,936.03,10566.62,429.38,4.32,1941.64,8624.98,0.1766,41046
104,decode_full,1,0,1,1,11008.35,247624.83,926.53,10573.50,434.85,4.42,1941.81,8631.70,0.1764,41046
