iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,8,8,0,16,21521.60,684719.36,975.62,21100.48,421.12,13.09,5356.99,15743.49,0.2489,49586
1,prefill,8,8,0,16,22549.89,616021.66,976.93,22134.53,415.36,9.82,4820.30,17314.23,0.2138,49586
2,prefill,8,8,0,16,22585.02,628733.12,981.95,22172.42,412.61,9.98,4919.65,17252.77,0.2178,49586
3,prefill,8,8,0,16,22592.26,623696.80,971.58,22174.94,417.31,10.40,4880.22,17294.72,0.2160,49586
4,prefill,8,8,0,16,22870.30,613679.04,983.33,22449.63,420.67,10.50,4802.05,17647.58,0.2100,49586
5,prefill,8,8,0,16,22913.47,630684.42,975.90,22496.26,417.22,9.95,4934.85,17561.41,0.2154,49586
6,prefill,8,8,0,16,22992.93,626010.02,982.62,22569.09,423.84,8.93,4898.38,17670.71,0.2130,49586
7,prefill,8,8,0,16,22835.87,627536.74,971.58,22423.33,412.54,9.18,4910.22,17513.11,0.2150,49586
8,prefill,8,8,0,16,23182.72,622928.42,976.38,22762.27,420.45,8.90,4874.26,17888.02,0.2103,49586
9,prefill,8,8,0,16,23227.97,626442.78,978.37,22809.09,418.88,10.34,4901.73,17907.36,0.2110,49586
10,prefill,8,8,0,16,23247.52,648536.58,969.02,22828.90,418.62,9.44,5074.26,17754.63,0.2183,49586
11,prefill,8,8,0,16,23242.18,628128.38,977.92,22821.63,420.54,10.30,4914.89,17906.74,0.2115,49586
12,prefill,8,8,0,16,23715.36,677807.01,975.39,23298.62,416.74,10.05,5302.99,17995.64,0.2236,49586
13,prefill,8,8,0,16,23648.19,656569.06,979.84,23228.99,419.20,10.11,5137.10,18091.89,0.2172,49586
14,prefill,8,8,0,16,23477.02,646100.61,966.14,23060.32,416.70,10.88,5055.21,18005.11,0.2153,49586
15,prefill,8,8,0,16,23734.75,659897.66,973.95,23315.04,419.71,10.94,5163.06,18151.98,0.2175,49586
16,mixed,8,7,1,16,20840.29,744644.45,979.78,20426.66,413.63,11.97,5825.19,14601.47,0.2795,49586
17,mixed,8,7,1,16,21875.65,656511.33,988.64,21452.54,423.10,11.55,5136.72,16315.83,0.2348,49586
18,mixed,8,7,1,16,21815.49,671816.32,971.36,21397.98,417.50,12.70,5256.15,16141.83,0.2409,49586
19,mixed,8,7,1,16,22190.08,690972.74,973.22,21765.44,424.64,13.15,5405.83,16359.61,0.2436,49586
20,mixed,8,7,1,16,22486.34,697242.50,972.29,22063.01,423.33,13.09,5454.80,16608.21,0.2426,49586
21,mixed,8,7,1,16,22201.44,675595.07,978.94,21779.30,422.14,11.71,5285.73,16493.56,0.2381,49586
22,mixed,8,7,1,16,22257.18,687205.09,974.94,21838.85,418.34,12.13,5376.41,16462.44,0.2416,49586
23,mixed,8,7,1,16,22324.51,679947.49,972.26,21900.45,424.06,12.61,5319.69,16580.76,0.2383,49586
24,mixed,8,7,1,16,22612.32,683057.54,976.29,22186.37,425.95,12.96,5344.01,16842.35,0.2363,49586
25,mixed,8,7,1,16,22602.66,705322.69,969.79,22178.85,423.81,13.06,5517.91,16660.94,0.2441,49586
26,mixed,8,7,1,16,22717.89,694158.27,977.15,22299.17,418.72,12.77,5430.75,16868.42,0.2391,49586
27,mixed,8,7,1,16,22743.04,709451.17,966.72,22327.39,415.65,11.81,5550.14,16777.25,0.2440,49586
28,mixed,8,7,1,16,22730.62,676927.42,982.88,22309.66,420.96,12.42,5296.17,17013.49,0.2330,49586
29,mixed,8,7,1,16,22832.77,696990.43,981.28,22409.02,423.74,11.97,5452.90,16956.12,0.2388,49586
30,mixed,8,7,1,16,22943.81,693059.20,981.92,22521.66,422.14,12.77,5422.20,17099.47,0.2363,49586
31,mixed,8,7,1,16,22784.99,677818.88,968.80,22367.94,417.06,11.97,5303.03,17064.91,0.2327,49586
32,mixed,8,7,1,16,22905.86,690591.68,972.90,22487.49,418.37,13.92,5402.85,17084.64,0.2359,49586
33,mixed,8,7,1,16,20085.34,781296.42,987.14,19668.99,416.35,14.30,6111.59,13557.40,0.3043,49586
34,mixed,8,6,2,16,21345.12,704726.11,974.69,20924.96,420.16,15.46,5513.29,15411.67,0.2583,49586
35,mixed,8,6,2,16,21267.65,725149.76,978.50,20842.94,424.70,15.20,5672.88,15170.07,0.2667,49586
