iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,1,1,0,16,17934.43,726006.05,988.80,17557.66,376.77,7.71,5679.65,11878.02,0.3167,43926
1,prefill,1,1,0,8,13833.18,476643.01,911.04,13479.49,353.70,4.54,3730.89,9748.60,0.2697,43926
2,decode_full,1,0,1,1,9515.94,225278.78,916.58,9137.50,378.43,4.26,1767.15,7370.35,0.1857,43926
3,decode_full,1,0,1,1,9511.74,225525.95,909.57,9142.40,369.34,4.00,1769.03,7373.37,0.1860,43926
4,decode_full,1,0,1,1,9515.62,225357.22,919.58,9131.42,384.19,4.03,1767.79,7363.64,0.1858,43926
5,decode_full,1,0,1,1,9507.74,225432.06,908.48,9130.88,376.86,4.29,1768.29,7362.59,0.1860,43926
6,decode_full,1,0,1,1,9509.76,225422.69,928.48,9130.75,379.01,4.26,1768.37,7362.38,0.1860,43926
7,decode_full,1,0,1,1,9527.52,225850.37,915.90,9135.39,392.13,4.10,1771.61,7363.78,0.1859,43926
8,decode_full,1,0,1,1,9527.52,225666.34,916.03,9145.22,382.30,4.22,1770.17,7375.04,0.1858,43926
9,decode_full,1,0,1,1,9511.17,225385.54,916.83,9135.07,376.10,4.38,1767.99,7367.08,0.1859,43926
10,decode_full,1,0,1,1,9511.97,225370.82,908.86,9133.63,378.34,4.00,1767.81,7365.82,0.1859,43926
11,decode_full,1,0,1,1,9517.89,225248.45,904.16,9135.97,381.92,4.16,1766.82,7369.15,0.1856,43926
12,decode_full,1,0,1,1,9520.45,225861.06,907.65,9140.06,380.38,4.00,1771.63,7368.43,0.1861,43926
13,decode_full,1,0,1,1,9526.43,225451.49,925.54,9144.38,382.05,4.06,1768.57,7375.81,0.1856,43926
14,decode_full,1,0,1,1,9506.34,225187.42,906.05,9130.50,375.84,4.26,1766.36,7364.14,0.1858,43926
15,decode_full,1,0,1,1,9505.06,225701.25,905.86,9123.14,381.92,3.97,1770.37,7352.77,0.1863,43926
16,decode_full,1,0,1,1,9521.02,225320.29,925.79,9137.95,383.07,4.00,1767.55,7370.40,0.1856,43926
17,decode_full,1,0,1,1,9512.90,225440.03,907.94,9132.48,380.42,4.26,1768.34,7364.14,0.1859,43926
18,decode_full,1,0,1,1,9533.47,225318.08,911.74,9150.75,382.72,4.00,1767.42,7383.33,0.1854,43926
19,decode_full,1,0,1,1,9542.34,225755.81,905.34,9158.94,383.39,4.32,1770.79,7388.15,0.1856,43926
20,decode_full,1,0,1,1,9543.62,225776.32,907.36,9164.77,378.85,4.54,1770.97,7393.80,0.1856,43926
21,decode_full,1,0,1,1,9532.29,225472.38,918.30,9154.66,377.63,4.26,1768.68,7385.98,0.1855,43926
22,decode_full,1,0,1,1,9504.93,225320.93,915.20,9129.70,375.23,4.35,1767.47,7362.23,0.1860,43926
23,decode_full,1,0,1,1,9509.34,225290.56,912.58,9130.91,378.43,4.26,1767.21,7363.70,0.1858,43926
24,decode_full,1,0,1,1,9524.22,225442.40,909.38,9143.14,381.09,4.13,1768.37,7374.76,0.1857,43926
25,decode_full,1,0,1,1,9536.99,225503.65,923.36,9158.46,378.53,4.13,1768.96,7389.50,0.1855,43926
26,decode_full,1,0,1,1,9512.10,225568.03,916.32,9125.50,386.59,4.26,1769.41,7356.10,0.1860,43926
27,decode_full,1,0,1,1,9508.67,225360.16,903.94,9136.51,372.16,4.10,1767.69,7368.82,0.1859,43926
28,decode_full,1,0,1,1,9523.42,225678.11,902.05,9146.62,376.80,4.16,1770.16,7376.47,0.1859,43926
29,decode_full,1,0,1,1,9533.66,226078.94,923.84,9154.82,378.85,4.19,1773.46,7381.36,0.1860,43926
30,decode_full,1,0,1,1,9533.86,225805.02,916.96,9148.00,385.86,4.32,1771.27,7376.73,0.1858,43926
31,decode_full,1,0,1,1,9547.81,225907.65,922.02,9164.99,382.82,4.03,1772.11,7392.89,0.1856,43926
32,decode_full,1,0,1,1,9534.75,225644.58,909.18,9154.21,380.54,4.22,1769.95,7384.26,0.1856,43926
33,decode_full,1,0,1,1,9529.28,225697.86,910.11,9152.67,376.61,4.13,1770.37,7382.30,0.1858,43926
34,decode_full,1,0,1,1,9511.26,225464.26,902.40,9127.58,383.68,4.35,1768.49,7359.09,0.1859,43926
35,decode_full,1,0,1,1,9524.26,225842.27,927.65,9143.97,380.29,4.06,1771.64,7372.33,0.1860,43926
36,decode_full,1,0,1,1,9537.70,225861.63,916.54,9155.84,381.86,4.35,1771.70,7384.14,0.1858,43926
37,decode_full,1,0,1,1,9519.94,225673.28,911.97,9137.92,382.02,4.16,1770.20,7367.72,0.1859,43926
38,decode_full,1,0,1,1,9527.90,225500.51,904.29,9152.67,375.23,4.03,1768.79,7383.88,0.1856,43926
39,decode_full,1,0,1,1,9523.90,225477.25,917.38,9149.66,374.24,4.22,1768.71,7380.96,0.1857,43926
40,decode_full,1,0,1,1,9545.70,225831.26,917.82,9168.51,377.18,4.10,1771.48,7397.03,0.1856,43926
41,decode_full,1,0,1,1,9520.22,225598.56,921.79,9139.23,380.99,4.29,1769.69,7369.54,0.1859,43926
42,decode_full,1,0,1,1,9551.62,225748.67,900.29,9168.96,382.66,4.22,1770.69,7398.27,0.1854,43926
