iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,2,2,0,16,17938.37,726430.94,991.81,17560.45,377.92,11.23,5682.99,11877.46,0.3168,44186
1,prefill,2,2,0,16,15187.23,758996.26,995.55,14804.74,382.50,8.61,5937.44,8867.30,0.3909,44186
2,mixed,2,1,1,16,17947.74,705432.74,998.02,17566.43,381.31,8.06,5518.99,12047.44,0.3075,44186
3,mixed,2,1,1,8,13413.38,484302.91,921.60,13053.79,359.58,6.62,3790.82,9262.98,0.2826,44186
4,decode_full,2,0,2,2,9653.89,267757.25,911.94,9286.18,367.71,6.46,2098.98,7187.20,0.2174,44186
5,decode_full,2,0,2,2,9644.99,266938.21,929.76,9265.25,379.74,6.37,2092.72,7172.53,0.2170,44186
6,decode_full,2,0,2,2,9643.23,260109.47,920.70,9265.82,377.41,6.50,2039.30,7226.53,0.2115,44186
7,decode_full,2,0,2,2,9669.76,276253.18,918.18,9295.26,374.50,6.50,2165.40,7129.86,0.2239,44186
8,decode_full,2,0,2,2,9652.77,265433.09,918.91,9283.65,369.12,6.18,2080.88,7202.77,0.2156,44186
9,decode_full,2,0,2,2,9665.47,274157.86,917.54,9294.88,370.59,6.53,2149.03,7145.85,0.2223,44186
10,decode_full,2,0,2,2,9693.15,280245.28,920.64,9324.51,368.64,6.37,2196.61,7127.90,0.2266,44186
11,decode_full,2,0,2,2,9703.14,287707.52,913.82,9330.02,373.12,6.14,2254.85,7075.16,0.2324,44186
12,decode_full,2,0,2,2,9686.37,285888.61,919.94,9309.86,376.51,6.37,2240.69,7069.16,0.2313,44186
13,decode_full,2,0,2,2,9700.93,289169.31,912.26,9330.53,370.40,6.50,2266.26,7064.27,0.2336,44186
14,decode_full,2,0,2,2,9678.46,283968.38,945.38,9302.21,376.26,6.27,2225.89,7076.32,0.2300,44186
15,decode_full,2,0,2,2,9672.45,276642.69,918.88,9300.70,371.74,6.46,2168.45,7132.25,0.2242,44186
16,decode_full,2,0,2,2,9669.18,288720.83,924.06,9295.26,373.92,6.14,2262.85,7032.41,0.2340,44186
17,decode_full,2,0,2,2,9654.56,269165.38,926.72,9277.50,377.06,6.40,2110.09,7167.41,0.2186,44186
18,decode_full,2,0,2,2,9691.23,285993.66,912.61,9319.78,371.46,6.34,2241.46,7078.32,0.2313,44186
19,decode_full,2,0,2,2,9696.26,277883.07,907.39,9323.84,372.42,6.53,2178.05,7145.79,0.2246,44186
20,decode_full,2,0,2,2,9705.02,281008.10,912.77,9334.11,370.91,6.59,2202.51,7131.61,0.2269,44186
21,decode_full,2,0,2,2,9694.94,284276.93,916.10,9320.80,374.14,6.98,2228.07,7092.73,0.2298,44186
22,decode_full,2,0,2,2,9695.23,288893.82,911.55,9327.33,367.90,6.53,2264.10,7063.22,0.2335,44186
23,decode_full,2,0,2,2,9674.40,285292.48,922.82,9305.25,369.15,6.43,2236.06,7069.19,0.2311,44186
24,decode_full,2,0,2,2,9686.02,289236.13,929.06,9313.86,372.16,6.62,2266.92,7046.94,0.2340,44186
25,decode_full,2,0,2,2,9691.68,282533.70,922.59,9322.94,368.74,6.18,2214.50,7108.44,0.2285,44186
26,decode_full,2,0,2,2,9665.47,280302.91,917.28,9289.70,375.78,6.62,2197.03,7092.66,0.2273,44186
27,decode_full,2,0,2,2,9703.36,287269.41,923.58,9328.83,374.53,6.78,2251.51,7077.32,0.2320,44186
28,decode_full,2,0,2,2,9704.64,287251.52,932.67,9334.46,370.18,6.40,2251.44,7083.03,0.2320,44186
29,decode_full,2,0,2,2,9705.09,288836.67,924.13,9335.58,369.50,6.43,2263.76,7071.83,0.2333,44186
30,decode_full,2,0,2,2,9695.65,288398.78,910.46,9326.53,369.12,6.62,2260.23,7066.30,0.2331,44186
31,decode_full,2,0,2,2,9707.94,284112.00,903.23,9329.54,378.40,6.46,2226.68,7102.85,0.2294,44186
