iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,4,4,0,16,17913.95,725976.54,971.46,17531.52,382.43,11.33,5679.28,11852.24,0.3170,44706
1,prefill,4,4,0,16,15141.38,757425.73,973.76,14748.90,392.48,10.18,5925.00,8823.90,0.3913,44706
2,mixed,4,3,1,16,17937.82,699820.74,977.15,17556.32,381.50,10.82,5474.98,12081.34,0.3052,44706
3,mixed,4,3,1,16,14068.54,732255.01,984.61,13684.67,383.87,10.88,5728.43,7956.24,0.4072,44706
4,mixed,4,2,2,16,17209.09,707690.53,965.18,16832.61,376.48,12.93,5536.37,11296.24,0.3217,44706
5,mixed,4,2,2,16,15533.06,751167.39,985.31,15145.57,387.49,12.51,5876.19,9269.38,0.3783,44706
6,mixed,4,1,3,16,16822.53,708482.91,978.05,16438.30,384.22,13.02,5542.66,10895.64,0.3295,44706
7,mixed,4,1,3,16,16764.67,701268.42,977.82,16381.34,383.33,10.46,5486.30,10895.05,0.3273,44706
8,mixed,4,1,3,5,11158.59,402910.08,909.47,10792.29,366.30,11.42,3154.84,7637.45,0.2827,44706
9,decode_full,4,0,4,4,9883.36,349627.23,914.46,9517.09,366.27,10.66,2738.61,6778.48,0.2771,44706
10,decode_full,4,0,4,4,9878.75,333299.74,886.08,9512.80,365.95,10.50,2610.83,6901.97,0.2643,44706
11,decode_full,4,0,4,4,9905.34,360927.87,891.78,9539.33,366.02,10.50,2826.72,6712.61,0.2854,44706
12,decode_full,4,0,4,4,9897.02,368037.15,891.52,9526.34,370.69,10.53,2882.26,6644.08,0.2912,44706
13,decode_full,4,0,4,4,9912.70,373986.40,899.04,9545.57,367.14,10.59,2928.79,6616.78,0.2955,44706
14,decode_full,4,0,4,4,9876.10,361779.62,894.88,9513.02,363.07,10.69,2833.39,6679.63,0.2869,44706
15,decode_full,4,0,4,4,9880.29,343680.61,889.54,9511.74,368.54,11.20,2691.95,6819.79,0.2725,44706
16,decode_full,4,0,4,4,9925.34,379601.95,905.41,9562.11,363.23,10.53,2972.71,6589.40,0.2995,44706
17,decode_full,4,0,4,4,9882.34,370869.76,887.94,9513.18,369.15,10.53,2904.36,6608.83,0.2939,44706
18,decode_full,4,0,4,4,9927.84,385307.20,905.82,9567.58,360.26,10.69,3017.29,6550.29,0.3039,44706
19,decode_full,4,0,4,4,9930.53,382356.83,907.81,9574.62,355.90,10.30,2994.26,6580.37,0.3015,44706
20,decode_full,4,0,4,4,9933.22,385773.79,895.71,9563.84,369.38,10.72,3020.86,6542.98,0.3041,44706
21,decode_full,4,0,4,4,9927.26,384649.18,904.93,9562.05,365.22,10.21,3012.14,6549.91,0.3034,44706
22,decode_full,4,0,4,4,9921.44,387072.10,895.55,9560.70,360.74,10.53,3031.00,6529.71,0.3055,44706
23,decode_full,4,0,4,4,9923.39,391890.91,907.58,9563.04,360.35,11.10,3068.74,6494.30,0.3092,44706
24,decode_full,4,0,4,4,9946.02,397172.90,898.62,9581.86,364.16,10.37,3109.93,6471.92,0.3127,44706
25,decode_full,4,0,4,4,9920.54,394708.51,904.61,9563.97,356.58,10.30,3090.73,6473.24,0.3115,44706
26,decode_full,4,0,4,4,9923.14,394232.26,894.78,9561.73,361.41,10.27,3086.93,6474.80,0.3111,44706
