iter,phase,n_live,n_prefill,n_decode,tokens,iter_us,task_sum_us,sched_events_us,busy_any_us,dead_us,prepare_batch_us,perfect_pack_us,worker_idle_us,occupancy,n_tasks
0,prefill,8,8,0,16,21738.50,727762.21,967.42,21355.26,383.23,13.44,5693.20,15662.06,0.2619,49586
1,prefill,8,8,0,16,17933.76,759506.34,978.75,17551.17,382.59,11.42,5941.29,11609.88,0.3313,49586
2,mixed,8,7,1,16,22358.82,702260.13,970.21,21976.19,382.62,12.42,5493.99,16482.21,0.2457,49586
3,mixed,8,7,1,16,16619.84,734683.58,974.56,16244.96,374.88,12.83,5747.33,10497.63,0.3458,49586
4,mixed,8,6,2,16,21387.97,710028.51,977.86,21008.16,379.81,14.66,5554.74,15453.42,0.2597,49586
5,mixed,8,6,2,16,18782.30,752259.74,978.24,18400.03,382.27,14.05,5884.67,12515.36,0.3133,49586
6,mixed,8,5,3,16,20785.60,709835.74,976.80,20399.14,386.46,15.20,5553.22,14845.91,0.2672,49586
7,mixed,8,5,3,16,20722.21,703443.20,973.76,20335.14,387.07,16.48,5503.26,14831.88,0.2656,49586
8,mixed,8,5,3,16,18290.78,771158.88,987.87,17904.90,385.89,16.77,6032.40,11872.50,0.3298,49586
9,mixed,8,4,4,16,20349.44,731780.06,981.98,19962.85,386.59,17.95,5724.70,14238.14,0.2813,49586
10,mixed,8,4,4,16,18710.18,755355.23,968.99,18329.34,380.83,18.08,5908.78,12420.56,0.3158,49586
11,mixed,8,3,5,16,19905.31,763798.21,971.65,19516.96,388.35,17.89,5974.76,13542.20,0.3002,49586
12,mixed,8,3,5,16,19750.30,756658.11,975.49,19360.13,390.18,17.66,5919.01,13441.12,0.2997,49586
13,mixed,8,3,5,16,19941.76,775917.31,973.86,19555.71,386.05,19.04,6069.46,13486.25,0.3044,49586
14,mixed,8,3,5,16,17826.21,763476.83,988.77,17433.76,392.45,20.10,5972.39,11461.37,0.3350,49586
15,mixed,8,2,6,16,19438.02,769516.86,972.10,19049.86,388.16,19.42,6019.44,13030.41,0.3097,49586
16,mixed,8,2,6,16,20182.59,821328.38,965.41,19793.66,388.93,19.39,6424.17,13369.49,0.3183,49586
17,mixed,8,2,6,16,19620.48,790911.42,960.77,19224.99,395.49,20.74,6186.50,13038.49,0.3153,49586
18,mixed,8,1,7,16,18647.30,810250.62,973.15,18257.41,389.89,20.74,6337.69,11919.72,0.3399,49586
19,mixed,8,1,7,16,19073.95,807985.95,981.63,18686.72,387.23,20.64,6320.06,12366.66,0.3313,49586
20,mixed,8,1,7,16,19338.11,819280.96,976.35,18945.70,392.42,20.70,6408.26,12537.44,0.3314,49586
21,mixed,8,1,7,16,19314.56,808554.91,983.23,18920.48,394.08,19.62,6324.52,12595.96,0.3274,49586
22,mixed,8,1,7,14,16816.61,731869.47,933.38,16454.18,362.43,19.26,5725.02,10729.15,0.3404,49586
23,decode_full,8,0,8,8,10465.25,572212.61,915.01,10102.08,363.17,18.98,4477.56,5624.52,0.4279,49586
24,decode_full,8,0,8,8,10449.12,559114.30,894.50,10089.15,359.97,18.75,4375.07,5714.08,0.4187,49586
